Lugar de residencia;Medida;Valor;
Huelva-Costa;Total Confirmados ;4216;
Huelva-Costa;Curados;1221;
Huelva-Costa;Fallecidos;42;
Aljaraque;Población;21260;
Aljaraque;Confirmados PDIA;287;
Aljaraque;Confirmados PDIA 14 días;94;
Aljaraque;Tasa PDIA 14 días;442,1448730009407;
Aljaraque;Confirmados PDIA 7 días;43;
Aljaraque;Total Confirmados ;303;
Aljaraque;Curados;97;
Aljaraque;Fallecidos;0;
Almendro (El);Población;826;
Almendro (El);Confirmados PDIA;16;
Almendro (El);Confirmados PDIA 14 días;10;
Almendro (El);Tasa PDIA 14 días;1210,6537530266344;
Almendro (El);Confirmados PDIA 7 días;6;
Almendro (El);Total Confirmados ;18;
Almendro (El);Curados;7;
Almendro (El);Fallecidos;0;
Alosno;Población;3923;
Alosno;Confirmados PDIA;35;
Alosno;Confirmados PDIA 14 días;4;
Alosno;Tasa PDIA 14 días;101,96278358399184;
Alosno;Confirmados PDIA 7 días;0;
Alosno;Total Confirmados ;36;
Alosno;Curados;7;
Alosno;Fallecidos;1;
Ayamonte;Población;20946;
Ayamonte;Confirmados PDIA;190;
Ayamonte;Confirmados PDIA 14 días;78;
Ayamonte;Tasa PDIA 14 días;372,3861357777141;
Ayamonte;Confirmados PDIA 7 días;43;
Ayamonte;Total Confirmados ;195;
Ayamonte;Curados;55;
Ayamonte;Fallecidos;1;
Cabezas Rubias;Población;730;
Cabezas Rubias;Confirmados PDIA;11;
Cabezas Rubias;Confirmados PDIA 14 días;1;
Cabezas Rubias;Tasa PDIA 14 días;136,986301369863;
Cabezas Rubias;Confirmados PDIA 7 días;0;
Cabezas Rubias;Total Confirmados ;11;
Cabezas Rubias;Curados;10;
Cabezas Rubias;Fallecidos;0;
Cartaya;Población;19974;
Cartaya;Confirmados PDIA;232;
Cartaya;Confirmados PDIA 14 días;115;
Cartaya;Tasa PDIA 14 días;575,7484730149193;
Cartaya;Confirmados PDIA 7 días;62;
Cartaya;Total Confirmados ;239;
Cartaya;Curados;46;
Cartaya;Fallecidos;2;
Granado (El);Población;516;
Granado (El);Confirmados PDIA;36;
Granado (El);Confirmados PDIA 14 días;1;
Granado (El);Tasa PDIA 14 días;193,7984496124031;
Granado (El);Confirmados PDIA 7 días;0;
Granado (El);Total Confirmados ;36;
Granado (El);Curados;11;
Granado (El);Fallecidos;3;
Huelva (capital);Población;143663;
Huelva (capital);Confirmados PDIA;2115;
Huelva (capital);Confirmados PDIA 14 días;739;
Huelva (capital);Tasa PDIA 14 días;514,3982793064324;
Huelva (capital);Confirmados PDIA 7 días;337;
Huelva (capital);Total Confirmados ;2198;
Huelva (capital);Curados;657;
Huelva (capital);Fallecidos;25;
Isla Cristina;Población;21264;
Isla Cristina;Confirmados PDIA;218;
Isla Cristina;Confirmados PDIA 14 días;76;
Isla Cristina;Tasa PDIA 14 días;357,4115876598947;
Isla Cristina;Confirmados PDIA 7 días;47;
Isla Cristina;Total Confirmados ;219;
Isla Cristina;Curados;78;
Isla Cristina;Fallecidos;1;
Lepe;Población;27431;
Lepe;Confirmados PDIA;633;
Lepe;Confirmados PDIA 14 días;230;
Lepe;Tasa PDIA 14 días;838,4674273632022;
Lepe;Confirmados PDIA 7 días;118;
Lepe;Total Confirmados ;643;
Lepe;Curados;167;
Lepe;Fallecidos;2;
Paymogo;Población;1159;
Paymogo;Confirmados PDIA;6;
Paymogo;Confirmados PDIA 14 días;0;
Paymogo;Tasa PDIA 14 días;0;
Paymogo;Confirmados PDIA 7 días;0;
Paymogo;Total Confirmados ;6;
Paymogo;Curados;1;
Paymogo;Fallecidos;2;
Puebla de Guzmán;Población;3073;
Puebla de Guzmán;Confirmados PDIA;15;
Puebla de Guzmán;Confirmados PDIA 14 días;8;
Puebla de Guzmán;Tasa PDIA 14 días;260,33192320208263;
Puebla de Guzmán;Confirmados PDIA 7 días;8;
Puebla de Guzmán;Total Confirmados ;15;
Puebla de Guzmán;Curados;5;
Puebla de Guzmán;Fallecidos;0;
Punta Umbría;Población;15242;
Punta Umbría;Confirmados PDIA;177;
Punta Umbría;Confirmados PDIA 14 días;76;
Punta Umbría;Tasa PDIA 14 días;498,62222805406117;
Punta Umbría;Confirmados PDIA 7 días;40;
Punta Umbría;Total Confirmados ;183;
Punta Umbría;Curados;43;
Punta Umbría;Fallecidos;1;
San Silvestre de Guzmán;Población;623;
San Silvestre de Guzmán;Confirmados PDIA;7;
San Silvestre de Guzmán;Confirmados PDIA 14 días;4;
San Silvestre de Guzmán;Tasa PDIA 14 días;642,0545746388443;
San Silvestre de Guzmán;Confirmados PDIA 7 días;1;
San Silvestre de Guzmán;Total Confirmados ;7;
San Silvestre de Guzmán;Curados;0;
San Silvestre de Guzmán;Fallecidos;0;
Sanlúcar de Guadiana;Población;409;
Sanlúcar de Guadiana;Confirmados PDIA;2;
Sanlúcar de Guadiana;Confirmados PDIA 14 días;0;
Sanlúcar de Guadiana;Tasa PDIA 14 días;0;
Sanlúcar de Guadiana;Confirmados PDIA 7 días;0;
Sanlúcar de Guadiana;Total Confirmados ;2;
Sanlúcar de Guadiana;Curados;0;
Sanlúcar de Guadiana;Fallecidos;0;
Santa Bárbara de Casa;Población;1035;
Santa Bárbara de Casa;Confirmados PDIA;10;
Santa Bárbara de Casa;Confirmados PDIA 14 días;1;
Santa Bárbara de Casa;Tasa PDIA 14 días;96,61835748792271;
Santa Bárbara de Casa;Confirmados PDIA 7 días;1;
Santa Bárbara de Casa;Total Confirmados ;10;
Santa Bárbara de Casa;Curados;4;
Santa Bárbara de Casa;Fallecidos;4;
Villablanca;Población;2848;
Villablanca;Confirmados PDIA;49;
Villablanca;Confirmados PDIA 14 días;36;
Villablanca;Tasa PDIA 14 días;1264,0449438202247;
Villablanca;Confirmados PDIA 7 días;15;
Villablanca;Total Confirmados ;50;
Villablanca;Curados;11;
Villablanca;Fallecidos;0;
Villanueva de las Cruces;Población;373;
Villanueva de las Cruces;Confirmados PDIA;;
Villanueva de las Cruces;Confirmados PDIA 14 días;;
Villanueva de las Cruces;Tasa PDIA 14 días;;
Villanueva de las Cruces;Confirmados PDIA 7 días;;
Villanueva de las Cruces;Total Confirmados ;;
Villanueva de las Cruces;Curados;;
Villanueva de las Cruces;Fallecidos;;
Villanueva de los Castillejos;Población;2820;
Villanueva de los Castillejos;Confirmados PDIA;42;
Villanueva de los Castillejos;Confirmados PDIA 14 días;8;
Villanueva de los Castillejos;Tasa PDIA 14 días;283,68794326241135;
Villanueva de los Castillejos;Confirmados PDIA 7 días;3;
Villanueva de los Castillejos;Total Confirmados ;45;
Villanueva de los Castillejos;Curados;22;
Villanueva de los Castillejos;Fallecidos;0;
Municipio de Huelva sin especificar;Población;;
Municipio de Huelva sin especificar;Confirmados PDIA;104;
Municipio de Huelva sin especificar;Confirmados PDIA 14 días;12;
Municipio de Huelva sin especificar;Tasa PDIA 14 días;-;
Municipio de Huelva sin especificar;Confirmados PDIA 7 días;4;
Municipio de Huelva sin especificar;Total Confirmados ;105;
Municipio de Huelva sin especificar;Curados;27;
Municipio de Huelva sin especificar;Fallecidos;1;

          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
               
               
               
               
               
               
               
               
          
          
               
                    
               
