Lugar de residencia;Medida;Valor;
Bujalance;Tasa PDIA 14 días;525,8190643117164;
Bujalance;Confirmados PDIA 7 días;7;
Bujalance;Total Confirmados ;195;
Bujalance;Curados;80;
Bujalance;Fallecidos;1;
Cañete de las Torres;Población;2933;
Cañete de las Torres;Confirmados PDIA;45;
Cañete de las Torres;Confirmados PDIA 14 días;11;
Cañete de las Torres;Tasa PDIA 14 días;375,04261847937266;
Cañete de las Torres;Confirmados PDIA 7 días;6;
Cañete de las Torres;Total Confirmados ;45;
Cañete de las Torres;Curados;21;
Cañete de las Torres;Fallecidos;2;
Carlota (La);Población;14061;
Carlota (La);Confirmados PDIA;131;
Carlota (La);Confirmados PDIA 14 días;27;
Carlota (La);Tasa PDIA 14 días;192,02048218476637;
Carlota (La);Confirmados PDIA 7 días;17;
Carlota (La);Total Confirmados ;139;
Carlota (La);Curados;91;
Carlota (La);Fallecidos;3;
Carpio (El);Población;4383;
Carpio (El);Confirmados PDIA;120;
Carpio (El);Confirmados PDIA 14 días;54;
Carpio (El);Tasa PDIA 14 días;1232,0328542094455;
Carpio (El);Confirmados PDIA 7 días;34;
Carpio (El);Total Confirmados ;122;
Carpio (El);Curados;38;
Carpio (El);Fallecidos;3;
Fuente Carreteros;Población;1131;
Fuente Carreteros;Confirmados PDIA;20;
Fuente Carreteros;Confirmados PDIA 14 días;9;
Fuente Carreteros;Tasa PDIA 14 días;795,7559681697612;
Fuente Carreteros;Confirmados PDIA 7 días;2;
Fuente Carreteros;Total Confirmados ;20;
Fuente Carreteros;Curados;0;
Fuente Carreteros;Fallecidos;0;
Fuente Palmera;Población;9783;
Fuente Palmera;Confirmados PDIA;112;
Fuente Palmera;Confirmados PDIA 14 días;25;
Fuente Palmera;Tasa PDIA 14 días;255,54533374220586;
Fuente Palmera;Confirmados PDIA 7 días;4;
Fuente Palmera;Total Confirmados ;114;
Fuente Palmera;Curados;58;
Fuente Palmera;Fallecidos;0;
Guadalcázar;Población;1583;
Guadalcázar;Confirmados PDIA;27;
Guadalcázar;Confirmados PDIA 14 días;11;
Guadalcázar;Tasa PDIA 14 días;694,8831332912192;
Guadalcázar;Confirmados PDIA 7 días;3;
Guadalcázar;Total Confirmados ;31;
Guadalcázar;Curados;13;
Guadalcázar;Fallecidos;1;
Hornachuelos;Población;4497;
Hornachuelos;Confirmados PDIA;39;
Hornachuelos;Confirmados PDIA 14 días;3;
Hornachuelos;Tasa PDIA 14 días;66,711140760507;
Hornachuelos;Confirmados PDIA 7 días;1;
Hornachuelos;Total Confirmados ;39;
Hornachuelos;Curados;28;
Hornachuelos;Fallecidos;1;
Montoro;Población;9364;
Montoro;Confirmados PDIA;285;
Montoro;Confirmados PDIA 14 días;43;
Montoro;Tasa PDIA 14 días;459,2054677488253;
Montoro;Confirmados PDIA 7 días;18;
Montoro;Total Confirmados ;287;
Montoro;Curados;136;
Montoro;Fallecidos;16;
Obejo;Población;2011;
Obejo;Confirmados PDIA;11;
Obejo;Confirmados PDIA 14 días;3;
Obejo;Tasa PDIA 14 días;149,17951268025857;
Obejo;Confirmados PDIA 7 días;0;
Obejo;Total Confirmados ;12;
Obejo;Curados;5;
Obejo;Fallecidos;0;
Palma del Río;Población;21064;
Palma del Río;Confirmados PDIA;443;
Palma del Río;Confirmados PDIA 14 días;83;
Palma del Río;Tasa PDIA 14 días;394,0372199012533;
Palma del Río;Confirmados PDIA 7 días;39;
Palma del Río;Total Confirmados ;448;
Palma del Río;Curados;261;
Palma del Río;Fallecidos;6;
Pedro Abad;Población;2837;
Pedro Abad;Confirmados PDIA;58;
Pedro Abad;Confirmados PDIA 14 días;25;
Pedro Abad;Tasa PDIA 14 días;881,2125484666901;
Pedro Abad;Confirmados PDIA 7 días;18;
Pedro Abad;Total Confirmados ;59;
Pedro Abad;Curados;18;
Pedro Abad;Fallecidos;0;
Peñaflor;Población;3656;
Peñaflor;Confirmados PDIA;66;
Peñaflor;Confirmados PDIA 14 días;17;
Peñaflor;Tasa PDIA 14 días;464,9890590809628;
Peñaflor;Confirmados PDIA 7 días;2;
Peñaflor;Total Confirmados ;66;
Peñaflor;Curados;36;
Peñaflor;Fallecidos;1;
Posadas;Población;7325;
Posadas;Confirmados PDIA;94;
Posadas;Confirmados PDIA 14 días;30;
Posadas;Tasa PDIA 14 días;409,55631399317406;
Posadas;Confirmados PDIA 7 días;10;
Posadas;Total Confirmados ;98;
Posadas;Curados;50;
Posadas;Fallecidos;1;
San Sebastián de los Ballesteros;Población;808;
San Sebastián de los Ballesteros;Confirmados PDIA;5;
San Sebastián de los Ballesteros;Confirmados PDIA 14 días;3;
San Sebastián de los Ballesteros;Tasa PDIA 14 días;371,28712871287127;
San Sebastián de los Ballesteros;Confirmados PDIA 7 días;0;
San Sebastián de los Ballesteros;Total Confirmados ;5;
San Sebastián de los Ballesteros;Curados;2;
San Sebastián de los Ballesteros;Fallecidos;0;
Valenzuela;Población;1131;
Valenzuela;Confirmados PDIA;38;
Valenzuela;Confirmados PDIA 14 días;10;
Valenzuela;Tasa PDIA 14 días;884,1732979664014;
Valenzuela;Confirmados PDIA 7 días;0;
Valenzuela;Total Confirmados ;39;
Valenzuela;Curados;18;
Valenzuela;Fallecidos;0;
Victoria (La);Población;2271;
Victoria (La);Confirmados PDIA;24;
Victoria (La);Confirmados PDIA 14 días;2;
Victoria (La);Tasa PDIA 14 días;88,06693086745926;
Victoria (La);Confirmados PDIA 7 días;1;
Victoria (La);Total Confirmados ;24;
Victoria (La);Curados;14;
Victoria (La);Fallecidos;0;
Villa del Río;Población;7104;
Villa del Río;Confirmados PDIA;337;
Villa del Río;Confirmados PDIA 14 días;105;
Villa del Río;Tasa PDIA 14 días;1478,0405405405406;
Villa del Río;Confirmados PDIA 7 días;39;
Villa del Río;Total Confirmados ;345;
Villa del Río;Curados;104;
Villa del Río;Fallecidos;3;
Villafranca de Córdoba;Población;4871;
Villafranca de Córdoba;Confirmados PDIA;70;
Villafranca de Córdoba;Confirmados PDIA 14 días;11;
Villafranca de Córdoba;Tasa PDIA 14 días;225,8263190309998;
Villafranca de Córdoba;Confirmados PDIA 7 días;5;
Villafranca de Córdoba;Total Confirmados ;72;
Villafranca de Córdoba;Curados;42;
Villafranca de Córdoba;Fallecidos;0;
Villaharta;Población;619;
Villaharta;Confirmados PDIA;3;
Villaharta;Confirmados PDIA 14 días;1;
Villaharta;Tasa PDIA 14 días;161,55088852988692;
Villaharta;Confirmados PDIA 7 días;0;
Villaharta;Total Confirmados ;3;
Villaharta;Curados;0;
Villaharta;Fallecidos;1;
Villaviciosa de Córdoba;Población;3229;
Villaviciosa de Córdoba;Confirmados PDIA;67;
Villaviciosa de Córdoba;Confirmados PDIA 14 días;8;
Villaviciosa de Córdoba;Tasa PDIA 14 días;247,75472282440384;
Villaviciosa de Córdoba;Confirmados PDIA 7 días;4;
Villaviciosa de Córdoba;Total Confirmados ;67;
Villaviciosa de Córdoba;Curados;42;
Villaviciosa de Córdoba;Fallecidos;2;
Córdoba Norte;Población;75582;
Córdoba Norte;Confirmados PDIA;1392;
Córdoba Norte;Confirmados PDIA 14 días;437;
Córdoba Norte;Tasa PDIA 14 días;578,1799899446959;
Córdoba Norte;Confirmados PDIA 7 días;226;
Córdoba Norte;Total Confirmados ;1412;
Córdoba Norte;Curados;735;
Córdoba Norte;Fallecidos;35;
Alcaracejos;Población;1486;
Alcaracejos;Confirmados PDIA;16;
Alcaracejos;Confirmados PDIA 14 días;4;
Alcaracejos;Tasa PDIA 14 días;269,17900403768505;
Alcaracejos;Confirmados PDIA 7 días;1;
Alcaracejos;Total Confirmados ;16;
Alcaracejos;Curados;2;
Alcaracejos;Fallecidos;1;
Añora;Población;1527;
Añora;Confirmados PDIA;10;
Añora;Confirmados PDIA 14 días;4;
Añora;Tasa PDIA 14 días;261,95153896529143;
Añora;Confirmados PDIA 7 días;2;
Añora;Total Confirmados ;10;
Añora;Curados;2;
Añora;Fallecidos;0;
Belalcázar;Población;3255;
Belalcázar;Confirmados PDIA;149;
Belalcázar;Confirmados PDIA 14 días;2;
Belalcázar;Tasa PDIA 14 días;61,443932411674346;
Belalcázar;Confirmados PDIA 7 días;2;
Belalcázar;Total Confirmados ;149;
Belalcázar;Curados;133;
Belalcázar;Fallecidos;11;
Belmez;Población;2923;
Belmez;Confirmados PDIA;54;
Belmez;Confirmados PDIA 14 días;18;
Belmez;Tasa PDIA 14 días;615,8056790968184;
Belmez;Confirmados PDIA 7 días;9;
Belmez;Total Confirmados ;55;
Belmez;Curados;39;
Belmez;Fallecidos;3;
Blázquez (Los);Población;661;
Blázquez (Los);Confirmados PDIA;11;
Blázquez (Los);Confirmados PDIA 14 días;1;
Blázquez (Los);Tasa PDIA 14 días;151,285930408472;
Blázquez (Los);Confirmados PDIA 7 días;0;
Blázquez (Los);Total Confirmados ;11;
Blázquez (Los);Curados;5;
Blázquez (Los);Fallecidos;0;
Cardeña;Población;1490;
Cardeña;Confirmados PDIA;30;
Cardeña;Confirmados PDIA 14 días;19;
Cardeña;Tasa PDIA 14 días;1275,1677852348994;
Cardeña;Confirmados PDIA 7 días;18;
Cardeña;Total Confirmados ;31;
Cardeña;Curados;8;
Cardeña;Fallecidos;0;
Conquista;Población;379;
Conquista;Confirmados PDIA;2;
Conquista;Confirmados PDIA 14 días;1;
Conquista;Tasa PDIA 14 días;263,85224274406335;
Conquista;Confirmados PDIA 7 días;0;
Conquista;Total Confirmados ;2;
Conquista;Curados;1;
Conquista;Fallecidos;0;
Dos Torres;Población;2411;
Dos Torres;Confirmados PDIA;21;
Dos Torres;Confirmados PDIA 14 días;6;
Dos Torres;Tasa PDIA 14 días;248,8593944421402;
Dos Torres;Confirmados PDIA 7 días;5;
Dos Torres;Total Confirmados ;21;
Dos Torres;Curados;11;
Dos Torres;Fallecidos;1;
Espiel;Población;2397;
Espiel;Confirmados PDIA;54;
Espiel;Confirmados PDIA 14 días;20;
Espiel;Tasa PDIA 14 días;834,3763037129745;
Espiel;Confirmados PDIA 7 días;2;
Espiel;Total Confirmados ;55;
Espiel;Curados;36;
Espiel;Fallecidos;0;
Fuente la Lancha;Población;351;
Fuente la Lancha;Confirmados PDIA;1;
Fuente la Lancha;Confirmados PDIA 14 días;0;
Fuente la Lancha;Tasa PDIA 14 días;0;
Fuente la Lancha;Confirmados PDIA 7 días;0;
Fuente la Lancha;Total Confirmados ;1;
Fuente la Lancha;Curados;1;
Fuente la Lancha;Fallecidos;0;
Fuente Obejuna;Población;4604;
Fuente Obejuna;Confirmados PDIA;39;
Fuente Obejuna;Confirmados PDIA 14 días;1;
Fuente Obejuna;Tasa PDIA 14 días;21,720243266724587;
Fuente Obejuna;Confirmados PDIA 7 días;0;
Fuente Obejuna;Total Confirmados ;39;
Fuente Obejuna;Curados;35;
Fuente Obejuna;Fallecidos;0;
Granjuela (La);Población;461;
Granjuela (La);Confirmados PDIA;29;
Granjuela (La);Confirmados PDIA 14 días;25;
Granjuela (La);Tasa PDIA 14 días;5422,993492407809;
Granjuela (La);Confirmados PDIA 7 días;12;
Granjuela (La);Total Confirmados ;29;
Granjuela (La);Curados;7;
Granjuela (La);Fallecidos;0;
Guijo (El);Población;355;
Guijo (El);Confirmados PDIA;;
Guijo (El);Confirmados PDIA 14 días;;
Guijo (El);Tasa PDIA 14 días;;
Guijo (El);Confirmados PDIA 7 días;;
Guijo (El);Total Confirmados ;;
Guijo (El);Curados;;
Guijo (El);Fallecidos;;
Hinojosa del Duque;Población;6788;
Hinojosa del Duque;Confirmados PDIA;213;
Hinojosa del Duque;Confirmados PDIA 14 días;94;
Hinojosa del Duque;Tasa PDIA 14 días;1384,7967000589276;
Hinojosa del Duque;Confirmados PDIA 7 días;74;
Hinojosa del Duque;Total Confirmados ;216;
Hinojosa del Duque;Curados;100;
Hinojosa del Duque;Fallecidos;4;
Pedroche;Población;1516;
Pedroche;Confirmados PDIA;12;
Pedroche;Confirmados PDIA 14 días;1;
Pedroche;Tasa PDIA 14 días;65,96306068601584;
Pedroche;Confirmados PDIA 7 días;1;
Pedroche;Total Confirmados ;12;
Pedroche;Curados;5;
Pedroche;Fallecidos;1;
Peñarroya-Pueblonuevo;Población;10695;
Peñarroya-Pueblonuevo;Confirmados PDIA;162;
Peñarroya-Pueblonuevo;Confirmados PDIA 14 días;44;
Peñarroya-Pueblonuevo;Tasa PDIA 14 días;411,4071996259934;
Peñarroya-Pueblonuevo;Confirmados PDIA 7 días;21;
Peñarroya-Pueblonuevo;Total Confirmados ;162;
Peñarroya-Pueblonuevo;Curados;111;
Peñarroya-Pueblonuevo;Fallecidos;0;
Pozoblanco;Población;17210;
Pozoblanco;Confirmados PDIA;179;
Pozoblanco;Confirmados PDIA 14 días;54;
Pozoblanco;Tasa PDIA 14 días;313,7710633352702;
Pozoblanco;Confirmados PDIA 7 días;23;
Pozoblanco;Total Confirmados ;186;
Pozoblanco;Curados;65;
Pozoblanco;Fallecidos;0;
Santa Eufemia;Población;755;
Santa Eufemia;Confirmados PDIA;75;
Santa Eufemia;Confirmados PDIA 14 días;2;
Santa Eufemia;Tasa PDIA 14 días;264,9006622516556;
Santa Eufemia;Confirmados PDIA 7 días;1;
Santa Eufemia;Total Confirmados ;75;
Santa Eufemia;Curados;62;
Santa Eufemia;Fallecidos;4;
Torrecampo;Población;1059;
Torrecampo;Confirmados PDIA;30;
Torrecampo;Confirmados PDIA 14 días;1;
Torrecampo;Tasa PDIA 14 días;94,42870632672333;
Torrecampo;Confirmados PDIA 7 días;0;
Torrecampo;Total Confirmados ;31;
Torrecampo;Curados;22;
Torrecampo;Fallecidos;5;
Valsequillo;Población;356;
Valsequillo;Confirmados PDIA;34;
Valsequillo;Confirmados PDIA 14 días;16;
Valsequillo;Tasa PDIA 14 días;4494,38202247191;
Valsequillo;Confirmados PDIA 7 días;3;
Valsequillo;Total Confirmados ;35;
Valsequillo;Curados;17;
Valsequillo;Fallecidos;0;
Villanueva de Córdoba;Población;8729;
Villanueva de Córdoba;Confirmados PDIA;176;
Villanueva de Córdoba;Confirmados PDIA 14 días;98;
Villanueva de Córdoba;Tasa PDIA 14 días;1122,6944667201283;
Villanueva de Córdoba;Confirmados PDIA 7 días;38;
Villanueva de Córdoba;Total Confirmados ;178;
Villanueva de Córdoba;Curados;25;
Villanueva de Córdoba;Fallecidos;1;
Villanueva del Duque;Población;1461;
Villanueva del Duque;Confirmados PDIA;7;
Villanueva del Duque;Confirmados PDIA 14 días;3;
Villanueva del Duque;Tasa PDIA 14 días;205,3388090349076;
Villanueva del Duque;Confirmados PDIA 7 días;1;
Villanueva del Duque;Total Confirmados ;8;
Villanueva del Duque;Curados;4;
Villanueva del Duque;Fallecidos;0;
Villanueva del Rey;Población;1046;
Villanueva del Rey;Confirmados PDIA;39;
Villanueva del Rey;Confirmados PDIA 14 días;1;
Villanueva del Rey;Tasa PDIA 14 días;95,60229445506693;
Villanueva del Rey;Confirmados PDIA 7 días;0;
Villanueva del Rey;Total Confirmados ;39;
Villanueva del Rey;Curados;34;
Villanueva del Rey;Fallecidos;4;
Villaralto;Población;1131;
Villaralto;Confirmados PDIA;4;
Villaralto;Confirmados PDIA 14 días;0;
Villaralto;Tasa PDIA 14 días;0;
Villaralto;Confirmados PDIA 7 días;0;
Villaralto;Total Confirmados ;6;
Villaralto;Curados;4;
Villaralto;Fallecidos;0;
Viso (El);Población;2536;
Viso (El);Confirmados PDIA;45;
Viso (El);Confirmados PDIA 14 días;22;
Viso (El);Tasa PDIA 14 días;867,5078864353312;
Viso (El);Confirmados PDIA 7 días;13;
Viso (El);Total Confirmados ;45;
Viso (El);Curados;6;
Viso (El);Fallecidos;0;
Municipio de Córdoba sin especificar;Población;;
Municipio de Córdoba sin especificar;Confirmados PDIA;30;
Municipio de Córdoba sin especificar;Confirmados PDIA 14 días;2;
Municipio de Córdoba sin especificar;Tasa PDIA 14 días;-;
Municipio de Córdoba sin especificar;Confirmados PDIA 7 días;2;
