Lugar de residencia;Medida;Valor;
Torvizcón;Confirmados PDIA 14 días;0;
Torvizcón;Tasa PDIA 14 días;0;
Torvizcón;Confirmados PDIA 7 días;0;
Torvizcón;Total Confirmados ;20;
Torvizcón;Curados;13;
Torvizcón;Fallecidos;0;
Trevélez;Población;732;
Trevélez;Confirmados PDIA;41;
Trevélez;Confirmados PDIA 14 días;3;
Trevélez;Tasa PDIA 14 días;409,8360655737705;
Trevélez;Confirmados PDIA 7 días;0;
Trevélez;Total Confirmados ;41;
Trevélez;Curados;16;
Trevélez;Fallecidos;1;
Turón;Población;239;
Turón;Confirmados PDIA;1;
Turón;Confirmados PDIA 14 días;0;
Turón;Tasa PDIA 14 días;0;
Turón;Confirmados PDIA 7 días;0;
Turón;Total Confirmados ;1;
Turón;Curados;0;
Turón;Fallecidos;0;
Ugíjar;Población;2523;
Ugíjar;Confirmados PDIA;42;
Ugíjar;Confirmados PDIA 14 días;1;
Ugíjar;Tasa PDIA 14 días;39,635354736424894;
Ugíjar;Confirmados PDIA 7 días;1;
Ugíjar;Total Confirmados ;43;
Ugíjar;Curados;28;
Ugíjar;Fallecidos;0;
Válor;Población;675;
Válor;Confirmados PDIA;2;
Válor;Confirmados PDIA 14 días;0;
Válor;Tasa PDIA 14 días;0;
Válor;Confirmados PDIA 7 días;0;
Válor;Total Confirmados ;2;
Válor;Curados;2;
Válor;Fallecidos;0;
Vélez de Benaudalla;Población;2841;
Vélez de Benaudalla;Confirmados PDIA;42;
Vélez de Benaudalla;Confirmados PDIA 14 días;0;
Vélez de Benaudalla;Tasa PDIA 14 días;0;
Vélez de Benaudalla;Confirmados PDIA 7 días;0;
Vélez de Benaudalla;Total Confirmados ;42;
Vélez de Benaudalla;Curados;31;
Vélez de Benaudalla;Fallecidos;0;
Granada Nordeste;Población;98043;
Granada Nordeste;Confirmados PDIA;3823;
Granada Nordeste;Confirmados PDIA 14 días;183;
Granada Nordeste;Tasa PDIA 14 días;186,6527952021052;
Granada Nordeste;Confirmados PDIA 7 días;54;
Granada Nordeste;Total Confirmados ;3947;
Granada Nordeste;Curados;2052;
Granada Nordeste;Fallecidos;68;
Alamedilla;Población;574;
Alamedilla;Confirmados PDIA;37;
Alamedilla;Confirmados PDIA 14 días;0;
Alamedilla;Tasa PDIA 14 días;0;
Alamedilla;Confirmados PDIA 7 días;0;
Alamedilla;Total Confirmados ;38;
Alamedilla;Curados;22;
Alamedilla;Fallecidos;1;
Albuñán;Población;406;
Albuñán;Confirmados PDIA;27;
Albuñán;Confirmados PDIA 14 días;0;
Albuñán;Tasa PDIA 14 días;0;
Albuñán;Confirmados PDIA 7 días;0;
Albuñán;Total Confirmados ;27;
Albuñán;Curados;21;
Albuñán;Fallecidos;3;
Aldeire;Población;615;
Aldeire;Confirmados PDIA;21;
Aldeire;Confirmados PDIA 14 días;0;
Aldeire;Tasa PDIA 14 días;0;
Aldeire;Confirmados PDIA 7 días;0;
Aldeire;Total Confirmados ;21;
Aldeire;Curados;19;
Aldeire;Fallecidos;0;
Alicún de Ortega;Población;480;
Alicún de Ortega;Confirmados PDIA;5;
Alicún de Ortega;Confirmados PDIA 14 días;2;
Alicún de Ortega;Tasa PDIA 14 días;416,6666666666667;
Alicún de Ortega;Confirmados PDIA 7 días;0;
Alicún de Ortega;Total Confirmados ;5;
Alicún de Ortega;Curados;2;
Alicún de Ortega;Fallecidos;0;
Alquife;Población;601;
Alquife;Confirmados PDIA;21;
Alquife;Confirmados PDIA 14 días;0;
Alquife;Tasa PDIA 14 días;0;
Alquife;Confirmados PDIA 7 días;0;
Alquife;Total Confirmados ;21;
Alquife;Curados;17;
Alquife;Fallecidos;1;
Baza;Población;20412;
Baza;Confirmados PDIA;679;
Baza;Confirmados PDIA 14 días;34;
Baza;Tasa PDIA 14 días;166,56868508720362;
Baza;Confirmados PDIA 7 días;8;
Baza;Total Confirmados ;723;
Baza;Curados;345;
Baza;Fallecidos;4;
Beas de Guadix;Población;329;
Beas de Guadix;Confirmados PDIA;10;
Beas de Guadix;Confirmados PDIA 14 días;1;
Beas de Guadix;Tasa PDIA 14 días;303,951367781155;
Beas de Guadix;Confirmados PDIA 7 días;1;
Beas de Guadix;Total Confirmados ;10;
Beas de Guadix;Curados;3;
Beas de Guadix;Fallecidos;0;
Benalúa;Población;3318;
Benalúa;Confirmados PDIA;150;
Benalúa;Confirmados PDIA 14 días;13;
Benalúa;Tasa PDIA 14 días;391,80229053646775;
Benalúa;Confirmados PDIA 7 días;5;
Benalúa;Total Confirmados ;150;
Benalúa;Curados;65;
Benalúa;Fallecidos;8;
Benamaurel;Población;2293;
Benamaurel;Confirmados PDIA;55;
Benamaurel;Confirmados PDIA 14 días;3;
Benamaurel;Tasa PDIA 14 días;130,8329699084169;
Benamaurel;Confirmados PDIA 7 días;0;
Benamaurel;Total Confirmados ;56;
Benamaurel;Curados;39;
Benamaurel;Fallecidos;1;
Calahorra (La);Población;673;
Calahorra (La);Confirmados PDIA;54;
Calahorra (La);Confirmados PDIA 14 días;0;
Calahorra (La);Tasa PDIA 14 días;0;
Calahorra (La);Confirmados PDIA 7 días;0;
Calahorra (La);Total Confirmados ;54;
Calahorra (La);Curados;47;
Calahorra (La);Fallecidos;1;
Caniles;Población;4047;
Caniles;Confirmados PDIA;155;
Caniles;Confirmados PDIA 14 días;6;
Caniles;Tasa PDIA 14 días;148,25796886582654;
Caniles;Confirmados PDIA 7 días;0;
Caniles;Total Confirmados ;157;
Caniles;Curados;86;
Caniles;Fallecidos;4;
Castilléjar;Población;1318;
Castilléjar;Confirmados PDIA;30;
Castilléjar;Confirmados PDIA 14 días;0;
Castilléjar;Tasa PDIA 14 días;0;
Castilléjar;Confirmados PDIA 7 días;0;
Castilléjar;Total Confirmados ;31;
Castilléjar;Curados;25;
Castilléjar;Fallecidos;0;
Castril;Población;2070;
Castril;Confirmados PDIA;79;
Castril;Confirmados PDIA 14 días;4;
Castril;Tasa PDIA 14 días;193,23671497584542;
Castril;Confirmados PDIA 7 días;1;
Castril;Total Confirmados ;82;
Castril;Curados;38;
Castril;Fallecidos;1;
Cogollos de Guadix;Población;673;
Cogollos de Guadix;Confirmados PDIA;13;
Cogollos de Guadix;Confirmados PDIA 14 días;1;
Cogollos de Guadix;Tasa PDIA 14 días;148,5884101040119;
Cogollos de Guadix;Confirmados PDIA 7 días;0;
Cogollos de Guadix;Total Confirmados ;15;
Cogollos de Guadix;Curados;14;
Cogollos de Guadix;Fallecidos;1;
Cortes de Baza;Población;1869;
Cortes de Baza;Confirmados PDIA;24;
Cortes de Baza;Confirmados PDIA 14 días;0;
Cortes de Baza;Tasa PDIA 14 días;0;
Cortes de Baza;Confirmados PDIA 7 días;0;
Cortes de Baza;Total Confirmados ;24;
Cortes de Baza;Curados;10;
Cortes de Baza;Fallecidos;0;
Cortes y Graena;Población;996;
Cortes y Graena;Confirmados PDIA;20;
Cortes y Graena;Confirmados PDIA 14 días;0;
Cortes y Graena;Tasa PDIA 14 días;0;
Cortes y Graena;Confirmados PDIA 7 días;0;
Cortes y Graena;Total Confirmados ;20;
Cortes y Graena;Curados;10;
Cortes y Graena;Fallecidos;1;
Cuevas del Campo;Población;1735;
Cuevas del Campo;Confirmados PDIA;76;
Cuevas del Campo;Confirmados PDIA 14 días;1;
Cuevas del Campo;Tasa PDIA 14 días;57,636887608069166;
Cuevas del Campo;Confirmados PDIA 7 días;0;
Cuevas del Campo;Total Confirmados ;76;
Cuevas del Campo;Curados;46;
Cuevas del Campo;Fallecidos;0;
Cúllar;Población;4129;
Cúllar;Confirmados PDIA;53;
Cúllar;Confirmados PDIA 14 días;2;
Cúllar;Tasa PDIA 14 días;48,437878420925166;
Cúllar;Confirmados PDIA 7 días;0;
Cúllar;Total Confirmados ;55;
Cúllar;Curados;29;
Cúllar;Fallecidos;1;
Darro;Población;1599;
Darro;Confirmados PDIA;97;
Darro;Confirmados PDIA 14 días;9;
Darro;Tasa PDIA 14 días;562,8517823639775;
Darro;Confirmados PDIA 7 días;2;
Darro;Total Confirmados ;97;
Darro;Curados;34;
Darro;Fallecidos;1;
Dehesas de Guadix;Población;419;
Dehesas de Guadix;Confirmados PDIA;29;
Dehesas de Guadix;Confirmados PDIA 14 días;0;
Dehesas de Guadix;Tasa PDIA 14 días;0;
Dehesas de Guadix;Confirmados PDIA 7 días;0;
Dehesas de Guadix;Total Confirmados ;29;
Dehesas de Guadix;Curados;26;
Dehesas de Guadix;Fallecidos;1;
Diezma;Población;764;
Diezma;Confirmados PDIA;27;
Diezma;Confirmados PDIA 14 días;13;
Diezma;Tasa PDIA 14 días;1701,5706806282722;
Diezma;Confirmados PDIA 7 días;6;
Diezma;Total Confirmados ;29;
Diezma;Curados;4;
Diezma;Fallecidos;0;
Dólar;Población;622;
Dólar;Confirmados PDIA;8;
Dólar;Confirmados PDIA 14 días;0;
Dólar;Tasa PDIA 14 días;0;
Dólar;Confirmados PDIA 7 días;0;
Dólar;Total Confirmados ;8;
Dólar;Curados;6;
Dólar;Fallecidos;0;
Ferreira;Población;299;
Ferreira;Confirmados PDIA;3;
Ferreira;Confirmados PDIA 14 días;1;
Ferreira;Tasa PDIA 14 días;334,44816053511704;
Ferreira;Confirmados PDIA 7 días;0;
Ferreira;Total Confirmados ;3;
Ferreira;Curados;2;
Ferreira;Fallecidos;0;
Fonelas;Población;978;
Fonelas;Confirmados PDIA;33;
Fonelas;Confirmados PDIA 14 días;2;
Fonelas;Tasa PDIA 14 días;204,49897750511246;
Fonelas;Confirmados PDIA 7 días;1;
Fonelas;Total Confirmados ;33;
Fonelas;Curados;20;
Fonelas;Fallecidos;1;
Freila;Población;918;
Freila;Confirmados PDIA;56;
Freila;Confirmados PDIA 14 días;1;
Freila;Tasa PDIA 14 días;108,93246187363835;
Freila;Confirmados PDIA 7 días;0;
Freila;Total Confirmados ;56;
Freila;Curados;30;
Freila;Fallecidos;1;
Galera;Población;1075;
Galera;Confirmados PDIA;33;
Galera;Confirmados PDIA 14 días;0;
Galera;Tasa PDIA 14 días;0;
Galera;Confirmados PDIA 7 días;0;
Galera;Total Confirmados ;34;
Galera;Curados;16;
Galera;Fallecidos;1;
Gor;Población;733;
Gor;Confirmados PDIA;17;
Gor;Confirmados PDIA 14 días;0;
Gor;Tasa PDIA 14 días;0;
Gor;Confirmados PDIA 7 días;0;
Gor;Total Confirmados ;18;
Gor;Curados;8;
Gor;Fallecidos;0;
Gorafe;Población;381;
Gorafe;Confirmados PDIA;5;
Gorafe;Confirmados PDIA 14 días;0;
Gorafe;Tasa PDIA 14 días;0;
Gorafe;Confirmados PDIA 7 días;0;
Gorafe;Total Confirmados ;5;
Gorafe;Curados;0;
Gorafe;Fallecidos;1;
Guadix;Población;18422;
Guadix;Confirmados PDIA;908;
Guadix;Confirmados PDIA 14 días;40;
Guadix;Tasa PDIA 14 días;217,13169037020953;
Guadix;Confirmados PDIA 7 días;11;
Guadix;Total Confirmados ;954;
Guadix;Curados;512;
Guadix;Fallecidos;15;
Huélago;Población;403;
Huélago;Confirmados PDIA;39;
Huélago;Confirmados PDIA 14 días;10;
Huélago;Tasa PDIA 14 días;2481,3895781637716;
Huélago;Confirmados PDIA 7 días;2;
Huélago;Total Confirmados ;39;
Huélago;Curados;25;
Huélago;Fallecidos;0;
Huéneja;Población;1184;
Huéneja;Confirmados PDIA;26;
Huéneja;Confirmados PDIA 14 días;2;
Huéneja;Tasa PDIA 14 días;168,9189189189189;
Huéneja;Confirmados PDIA 7 días;1;
Huéneja;Total Confirmados ;26;
Huéneja;Curados;6;
Huéneja;Fallecidos;0;
Huéscar;Población;7253;
Huéscar;Confirmados PDIA;334;
Huéscar;Confirmados PDIA 14 días;10;
Huéscar;Tasa PDIA 14 días;137,87398317937405;
Huéscar;Confirmados PDIA 7 días;1;
Huéscar;Total Confirmados ;343;
Huéscar;Curados;123;
Huéscar;Fallecidos;13;
Jérez del Marquesado;Población;968;
Jérez del Marquesado;Confirmados PDIA;42;
Jérez del Marquesado;Confirmados PDIA 14 días;1;
Jérez del Marquesado;Tasa PDIA 14 días;103,30578512396694;
Jérez del Marquesado;Confirmados PDIA 7 días;1;
Jérez del Marquesado;Total Confirmados ;42;
Jérez del Marquesado;Curados;27;
Jérez del Marquesado;Fallecidos;0;
Lanteira;Población;588;
Lanteira;Confirmados PDIA;23;
Lanteira;Confirmados PDIA 14 días;4;
Lanteira;Tasa PDIA 14 días;680,2721088435375;
Lanteira;Confirmados PDIA 7 días;0;
Lanteira;Total Confirmados ;24;
Lanteira;Curados;17;
Lanteira;Fallecidos;0;
Lugros;Población;323;
Lugros;Confirmados PDIA;9;
Lugros;Confirmados PDIA 14 días;0;
Lugros;Tasa PDIA 14 días;0;
Lugros;Confirmados PDIA 7 días;0;
Lugros;Total Confirmados ;9;
Lugros;Curados;7;
Lugros;Fallecidos;0;
Marchal;Población;417;
Marchal;Confirmados PDIA;9;
Marchal;Confirmados PDIA 14 días;0;
Marchal;Tasa PDIA 14 días;0;
Marchal;Confirmados PDIA 7 días;0;
Marchal;Total Confirmados ;9;
Marchal;Curados;1;
Marchal;Fallecidos;1;
Morelábor;Población;607;
Morelábor;Confirmados PDIA;41;
Morelábor;Confirmados PDIA 14 días;1;
Morelábor;Tasa PDIA 14 días;164,74464579901152;
Morelábor;Confirmados PDIA 7 días;0;
Morelábor;Total Confirmados ;41;
Morelábor;Curados;30;
Morelábor;Fallecidos;0;
Orce;Población;1190;
Orce;Confirmados PDIA;10;
Orce;Confirmados PDIA 14 días;0;
Orce;Tasa PDIA 14 días;0;
Orce;Confirmados PDIA 7 días;0;
Orce;Total Confirmados ;10;
Orce;Curados;3;
Orce;Fallecidos;0;
Pedro Martínez;Población;1107;
Pedro Martínez;Confirmados PDIA;72;
Pedro Martínez;Confirmados PDIA 14 días;3;
Pedro Martínez;Tasa PDIA 14 días;271,00271002710025;
Pedro Martínez;Confirmados PDIA 7 días;2;
Pedro Martínez;Total Confirmados ;72;
Pedro Martínez;Curados;40;
Pedro Martínez;Fallecidos;1;
Peza (La);Población;1178;
Peza (La);Confirmados PDIA;17;
Peza (La);Confirmados PDIA 14 días;1;
Peza (La);Tasa PDIA 14 días;84,88964346349745;
Peza (La);Confirmados PDIA 7 días;0;
Peza (La);Total Confirmados ;17;
Peza (La);Curados;5;
Peza (La);Fallecidos;1;
Polícar;Población;276;
Polícar;Confirmados PDIA;2;
Polícar;Confirmados PDIA 14 días;0;
Polícar;Tasa PDIA 14 días;0;
Polícar;Confirmados PDIA 7 días;0;
Polícar;Total Confirmados ;2;
Polícar;Curados;0;
Polícar;Fallecidos;0;
Puebla de Don Fadrique;Población;2250;
Puebla de Don Fadrique;Confirmados PDIA;192;
Puebla de Don Fadrique;Confirmados PDIA 14 días;0;
Puebla de Don Fadrique;Tasa PDIA 14 días;0;
Puebla de Don Fadrique;Confirmados PDIA 7 días;0;
Puebla de Don Fadrique;Total Confirmados ;193;
Puebla de Don Fadrique;Curados;117;
Puebla de Don Fadrique;Fallecidos;2;
Purullena;Población;2293;
Purullena;Confirmados PDIA;97;
Purullena;Confirmados PDIA 14 días;10;
Purullena;Tasa PDIA 14 días;436,1098996947231;
Purullena;Confirmados PDIA 7 días;6;
Purullena;Total Confirmados ;99;
Purullena;Curados;43;
Purullena;Fallecidos;2;
Valle del Zalabí;Población;2128;
Valle del Zalabí;Confirmados PDIA;85;
Valle del Zalabí;Confirmados PDIA 14 días;8;
Valle del Zalabí;Tasa PDIA 14 días;375,9398496240602;
Valle del Zalabí;Confirmados PDIA 7 días;6;
Valle del Zalabí;Total Confirmados ;88;
Valle del Zalabí;Curados;47;
Valle del Zalabí;Fallecidos;0;
Villanueva de las Torres;Población;582;
Villanueva de las Torres;Confirmados PDIA;10;
Villanueva de las Torres;Confirmados PDIA 14 días;0;
Villanueva de las Torres;Tasa PDIA 14 días;0;
Villanueva de las Torres;Confirmados PDIA 7 días;0;
Villanueva de las Torres;Total Confirmados ;10;
Villanueva de las Torres;Curados;1;
Villanueva de las Torres;Fallecidos;0;
Zújar;Población;2548;
Zújar;Confirmados PDIA;90;
Zújar;Confirmados PDIA 14 días;0;
