Lugar de residencia;Medida;Valor;
Chucena;Total Confirmados ;23;
Chucena;Curados;4;
Chucena;Fallecidos;0;
Coria del Río;Población;30777;
Coria del Río;Confirmados PDIA;982;
Coria del Río;Confirmados PDIA 14 días;113;
Coria del Río;Tasa PDIA 14 días;367,15729278357213;
Coria del Río;Confirmados PDIA 7 días;29;
Coria del Río;Total Confirmados ;996;
Coria del Río;Curados;360;
Coria del Río;Fallecidos;10;
Espartinas;Población;15791;
Espartinas;Confirmados PDIA;240;
Espartinas;Confirmados PDIA 14 días;23;
Espartinas;Tasa PDIA 14 días;145,65258691659807;
Espartinas;Confirmados PDIA 7 días;7;
Espartinas;Total Confirmados ;250;
Espartinas;Curados;113;
Espartinas;Fallecidos;5;
Gelves;Población;10184;
Gelves;Confirmados PDIA;255;
Gelves;Confirmados PDIA 14 días;26;
Gelves;Tasa PDIA 14 días;255,30243519245874;
Gelves;Confirmados PDIA 7 días;10;
Gelves;Total Confirmados ;257;
Gelves;Curados;135;
Gelves;Fallecidos;3;
Gines;Población;13420;
Gines;Confirmados PDIA;272;
Gines;Confirmados PDIA 14 días;29;
Gines;Tasa PDIA 14 días;216,09538002980625;
Gines;Confirmados PDIA 7 días;3;
Gines;Total Confirmados ;278;
Gines;Curados;83;
Gines;Fallecidos;1;
Hinojos;Población;3976;
Hinojos;Confirmados PDIA;83;
Hinojos;Confirmados PDIA 14 días;8;
Hinojos;Tasa PDIA 14 días;201,2072434607646;
Hinojos;Confirmados PDIA 7 días;4;
Hinojos;Total Confirmados ;85;
Hinojos;Curados;40;
Hinojos;Fallecidos;4;
Huévar del Aljarafe;Población;3015;
Huévar del Aljarafe;Confirmados PDIA;88;
Huévar del Aljarafe;Confirmados PDIA 14 días;10;
Huévar del Aljarafe;Tasa PDIA 14 días;331,6749585406302;
Huévar del Aljarafe;Confirmados PDIA 7 días;3;
Huévar del Aljarafe;Total Confirmados ;88;
Huévar del Aljarafe;Curados;15;
Huévar del Aljarafe;Fallecidos;1;
Isla Mayor;Población;5839;
Isla Mayor;Confirmados PDIA;74;
Isla Mayor;Confirmados PDIA 14 días;7;
Isla Mayor;Tasa PDIA 14 días;119,88354170234629;
Isla Mayor;Confirmados PDIA 7 días;2;
Isla Mayor;Total Confirmados ;74;
Isla Mayor;Curados;23;
Isla Mayor;Fallecidos;1;
Mairena del Aljarafe;Población;46089;
Mairena del Aljarafe;Confirmados PDIA;1101;
Mairena del Aljarafe;Confirmados PDIA 14 días;86;
Mairena del Aljarafe;Tasa PDIA 14 días;186,59550001084858;
Mairena del Aljarafe;Confirmados PDIA 7 días;27;
Mairena del Aljarafe;Total Confirmados ;1128;
Mairena del Aljarafe;Curados;561;
Mairena del Aljarafe;Fallecidos;29;
Olivares;Población;9394;
Olivares;Confirmados PDIA;287;
Olivares;Confirmados PDIA 14 días;31;
Olivares;Tasa PDIA 14 días;329,99787098147755;
Olivares;Confirmados PDIA 7 días;10;
Olivares;Total Confirmados ;288;
Olivares;Curados;94;
Olivares;Fallecidos;2;
Palomares del Río;Población;8767;
Palomares del Río;Confirmados PDIA;152;
Palomares del Río;Confirmados PDIA 14 días;11;
Palomares del Río;Tasa PDIA 14 días;125,47051442910916;
Palomares del Río;Confirmados PDIA 7 días;7;
Palomares del Río;Total Confirmados ;154;
Palomares del Río;Curados;69;
Palomares del Río;Fallecidos;0;
Pilas;Población;13974;
Pilas;Confirmados PDIA;512;
Pilas;Confirmados PDIA 14 días;90;
Pilas;Tasa PDIA 14 días;644,0532417346501;
Pilas;Confirmados PDIA 7 días;25;
Pilas;Total Confirmados ;518;
Pilas;Curados;157;
Pilas;Fallecidos;1;
Puebla del Río (La);Población;11868;
Puebla del Río (La);Confirmados PDIA;256;
Puebla del Río (La);Confirmados PDIA 14 días;32;
Puebla del Río (La);Tasa PDIA 14 días;269,63262554769125;
Puebla del Río (La);Confirmados PDIA 7 días;8;
Puebla del Río (La);Total Confirmados ;260;
Puebla del Río (La);Curados;71;
Puebla del Río (La);Fallecidos;1;
Salteras;Población;5530;
Salteras;Confirmados PDIA;102;
Salteras;Confirmados PDIA 14 días;11;
Salteras;Tasa PDIA 14 días;198,91500904159133;
Salteras;Confirmados PDIA 7 días;3;
Salteras;Total Confirmados ;105;
Salteras;Curados;48;
Salteras;Fallecidos;1;
San Juan de Aznalfarache;Población;21416;
San Juan de Aznalfarache;Confirmados PDIA;674;
San Juan de Aznalfarache;Confirmados PDIA 14 días;83;
San Juan de Aznalfarache;Tasa PDIA 14 días;387,56070227867014;
San Juan de Aznalfarache;Confirmados PDIA 7 días;23;
San Juan de Aznalfarache;Total Confirmados ;711;
San Juan de Aznalfarache;Curados;343;
San Juan de Aznalfarache;Fallecidos;40;
Sanlúcar la Mayor;Población;13808;
Sanlúcar la Mayor;Confirmados PDIA;286;
Sanlúcar la Mayor;Confirmados PDIA 14 días;42;
Sanlúcar la Mayor;Tasa PDIA 14 días;304,1714947856315;
Sanlúcar la Mayor;Confirmados PDIA 7 días;11;
Sanlúcar la Mayor;Total Confirmados ;294;
Sanlúcar la Mayor;Curados;110;
Sanlúcar la Mayor;Fallecidos;7;
Santiponce;Población;8554;
Santiponce;Confirmados PDIA;302;
Santiponce;Confirmados PDIA 14 días;28;
Santiponce;Tasa PDIA 14 días;327,33224222585926;
Santiponce;Confirmados PDIA 7 días;7;
Santiponce;Total Confirmados ;304;
Santiponce;Curados;136;
Santiponce;Fallecidos;10;
Tomares;Población;25359;
Tomares;Confirmados PDIA;467;
Tomares;Confirmados PDIA 14 días;62;
Tomares;Tasa PDIA 14 días;244,48913600694033;
Tomares;Confirmados PDIA 7 días;20;
Tomares;Total Confirmados ;479;
Tomares;Curados;209;
Tomares;Fallecidos;4;
Umbrete;Población;8894;
Umbrete;Confirmados PDIA;262;
Umbrete;Confirmados PDIA 14 días;12;
Umbrete;Tasa PDIA 14 días;134,922419608725;
Umbrete;Confirmados PDIA 7 días;3;
Umbrete;Total Confirmados ;267;
Umbrete;Curados;104;
Umbrete;Fallecidos;0;
Valencina de la Concepción;Población;7751;
Valencina de la Concepción;Confirmados PDIA;182;
Valencina de la Concepción;Confirmados PDIA 14 días;8;
Valencina de la Concepción;Tasa PDIA 14 días;103,21248871113404;
Valencina de la Concepción;Confirmados PDIA 7 días;1;
Valencina de la Concepción;Total Confirmados ;187;
Valencina de la Concepción;Curados;107;
Valencina de la Concepción;Fallecidos;2;
Villamanrique de la Condesa;Población;4459;
Villamanrique de la Condesa;Confirmados PDIA;70;
Villamanrique de la Condesa;Confirmados PDIA 14 días;7;
Villamanrique de la Condesa;Tasa PDIA 14 días;156,98587127158555;
Villamanrique de la Condesa;Confirmados PDIA 7 días;1;
Villamanrique de la Condesa;Total Confirmados ;70;
Villamanrique de la Condesa;Curados;33;
Villamanrique de la Condesa;Fallecidos;1;
Villanueva del Ariscal;Población;6610;
Villanueva del Ariscal;Confirmados PDIA;123;
Villanueva del Ariscal;Confirmados PDIA 14 días;7;
Villanueva del Ariscal;Tasa PDIA 14 días;105,9001512859304;
Villanueva del Ariscal;Confirmados PDIA 7 días;1;
Villanueva del Ariscal;Total Confirmados ;126;
Villanueva del Ariscal;Curados;47;
Villanueva del Ariscal;Fallecidos;2;
Sevilla (distrito);Población;688592;
Sevilla (distrito);Confirmados PDIA;18734;
Sevilla (distrito);Confirmados PDIA 14 días;2474;
Sevilla (distrito);Tasa PDIA 14 días;359,28387201710154;
Sevilla (distrito);Confirmados PDIA 7 días;686;
Sevilla (distrito);Total Confirmados ;19130;
Sevilla (distrito);Curados;7975;
Sevilla (distrito);Fallecidos;337;
Sevilla (capital);Población;688592;
Sevilla (capital);Confirmados PDIA;18734;
Sevilla (capital);Confirmados PDIA 14 días;2474;
Sevilla (capital);Tasa PDIA 14 días;359,28387201710154;
Sevilla (capital);Confirmados PDIA 7 días;686;
Sevilla (capital);Total Confirmados ;19130;
Sevilla (capital);Curados;7975;
Sevilla (capital);Fallecidos;337;
Sevilla Este;Población;169515;
Sevilla Este;Confirmados PDIA;6462;
Sevilla Este;Confirmados PDIA 14 días;489;
Sevilla Este;Tasa PDIA 14 días;288,47004689850456;
Sevilla Este;Confirmados PDIA 7 días;174;
Sevilla Este;Total Confirmados ;6541;
Sevilla Este;Curados;4564;
Sevilla Este;Fallecidos;80;
Aguadulce;Población;2020;
Aguadulce;Confirmados PDIA;82;
Aguadulce;Confirmados PDIA 14 días;5;
Aguadulce;Tasa PDIA 14 días;247,52475247524754;
Aguadulce;Confirmados PDIA 7 días;0;
Aguadulce;Total Confirmados ;84;
Aguadulce;Curados;57;
Aguadulce;Fallecidos;2;
Algámitas;Población;1255;
Algámitas;Confirmados PDIA;58;
Algámitas;Confirmados PDIA 14 días;17;
Algámitas;Tasa PDIA 14 días;1354,581673306773;
Algámitas;Confirmados PDIA 7 días;11;
Algámitas;Total Confirmados ;58;
Algámitas;Curados;31;
Algámitas;Fallecidos;4;
Badolatosa;Población;3078;
Badolatosa;Confirmados PDIA;186;
Badolatosa;Confirmados PDIA 14 días;62;
Badolatosa;Tasa PDIA 14 días;2014,2949967511372;
Badolatosa;Confirmados PDIA 7 días;27;
Badolatosa;Total Confirmados ;187;
Badolatosa;Curados;79;
Badolatosa;Fallecidos;0;
Cañada Rosal;Población;3320;
Cañada Rosal;Confirmados PDIA;59;
Cañada Rosal;Confirmados PDIA 14 días;10;
Cañada Rosal;Tasa PDIA 14 días;301,2048192771084;
Cañada Rosal;Confirmados PDIA 7 días;3;
Cañada Rosal;Total Confirmados ;59;
Cañada Rosal;Curados;37;
Cañada Rosal;Fallecidos;1;
Casariche;Población;5456;
Casariche;Confirmados PDIA;480;
Casariche;Confirmados PDIA 14 días;36;
Casariche;Tasa PDIA 14 días;659,8240469208212;
Casariche;Confirmados PDIA 7 días;13;
Casariche;Total Confirmados ;480;
Casariche;Curados;378;
Casariche;Fallecidos;3;
Corrales (Los);Población;3941;
Corrales (Los);Confirmados PDIA;91;
Corrales (Los);Confirmados PDIA 14 días;13;
Corrales (Los);Tasa PDIA 14 días;329,86551636640445;
Corrales (Los);Confirmados PDIA 7 días;2;
Corrales (Los);Total Confirmados ;94;
Corrales (Los);Curados;57;
Corrales (Los);Fallecidos;0;
Écija;Población;39873;
Écija;Confirmados PDIA;1677;
Écija;Confirmados PDIA 14 días;70;
Écija;Tasa PDIA 14 días;175,55739472826224;
Écija;Confirmados PDIA 7 días;30;
Écija;Total Confirmados ;1698;
Écija;Curados;1369;
Écija;Fallecidos;26;
Estepa;Población;12505;
Estepa;Confirmados PDIA;573;
Estepa;Confirmados PDIA 14 días;32;
Estepa;Tasa PDIA 14 días;255,89764094362255;
Estepa;Confirmados PDIA 7 días;9;
Estepa;Total Confirmados ;580;
Estepa;Curados;440;
Estepa;Fallecidos;9;
Fuentes de Andalucía;Población;7111;
Fuentes de Andalucía;Confirmados PDIA;186;
Fuentes de Andalucía;Confirmados PDIA 14 días;8;
Fuentes de Andalucía;Tasa PDIA 14 días;112,50175783996625;
Fuentes de Andalucía;Confirmados PDIA 7 días;1;
Fuentes de Andalucía;Total Confirmados ;186;
Fuentes de Andalucía;Curados;121;
Fuentes de Andalucía;Fallecidos;2;
Gilena;Población;3727;
Gilena;Confirmados PDIA;144;
Gilena;Confirmados PDIA 14 días;8;
Gilena;Tasa PDIA 14 días;214,64985242822647;
Gilena;Confirmados PDIA 7 días;1;
Gilena;Total Confirmados ;146;
Gilena;Curados;104;
Gilena;Fallecidos;0;
Herrera;Población;6461;
Herrera;Confirmados PDIA;265;
Herrera;Confirmados PDIA 14 días;5;
Herrera;Tasa PDIA 14 días;77,3874013310633;
Herrera;Confirmados PDIA 7 días;1;
Herrera;Total Confirmados ;272;
Herrera;Curados;210;
Herrera;Fallecidos;6;
Lantejuela;Población;3814;
Lantejuela;Confirmados PDIA;227;
Lantejuela;Confirmados PDIA 14 días;12;
Lantejuela;Tasa PDIA 14 días;314,6303093864709;
Lantejuela;Confirmados PDIA 7 días;4;
Lantejuela;Total Confirmados ;230;
Lantejuela;Curados;149;
Lantejuela;Fallecidos;4;
Lora de Estepa;Población;862;
Lora de Estepa;Confirmados PDIA;28;
Lora de Estepa;Confirmados PDIA 14 días;0;
Lora de Estepa;Tasa PDIA 14 días;0;
Lora de Estepa;Confirmados PDIA 7 días;0;
Lora de Estepa;Total Confirmados ;28;
Lora de Estepa;Curados;23;
Lora de Estepa;Fallecidos;0;
Luisiana (La);Población;4576;
Luisiana (La);Confirmados PDIA;54;
Luisiana (La);Confirmados PDIA 14 días;5;
Luisiana (La);Tasa PDIA 14 días;109,26573426573427;
Luisiana (La);Confirmados PDIA 7 días;5;
Luisiana (La);Total Confirmados ;57;
Luisiana (La);Curados;43;
Luisiana (La);Fallecidos;0;
Marchena;Población;19457;
Marchena;Confirmados PDIA;572;
Marchena;Confirmados PDIA 14 días;36;
Marchena;Tasa PDIA 14 días;185,02338490003598;
Marchena;Confirmados PDIA 7 días;9;
Marchena;Total Confirmados ;575;
Marchena;Curados;354;
Marchena;Fallecidos;9;
Marinaleda;Población;2627;
Marinaleda;Confirmados PDIA;62;
Marinaleda;Confirmados PDIA 14 días;4;
Marinaleda;Tasa PDIA 14 días;152,26494099733537;
Marinaleda;Confirmados PDIA 7 días;1;
Marinaleda;Total Confirmados ;63;
Marinaleda;Curados;38;
Marinaleda;Fallecidos;0;
Martín de la Jara;Población;2704;
Martín de la Jara;Confirmados PDIA;143;
Martín de la Jara;Confirmados PDIA 14 días;42;
Martín de la Jara;Tasa PDIA 14 días;1553,2544378698226;
Martín de la Jara;Confirmados PDIA 7 días;10;
Martín de la Jara;Total Confirmados ;145;
Martín de la Jara;Curados;61;
Martín de la Jara;Fallecidos;0;
Osuna;Población;17560;
Osuna;Confirmados PDIA;556;
Osuna;Confirmados PDIA 14 días;41;
Osuna;Tasa PDIA 14 días;233,4851936218679;
Osuna;Confirmados PDIA 7 días;14;
Osuna;Total Confirmados ;563;
Osuna;Curados;355;
Osuna;Fallecidos;2;
Pedrera;Población;5194;
Pedrera;Confirmados PDIA;373;
Pedrera;Confirmados PDIA 14 días;11;
Pedrera;Tasa PDIA 14 días;211,7828263380824;
Pedrera;Confirmados PDIA 7 días;4;
Pedrera;Total Confirmados ;379;
Pedrera;Curados;322;
Pedrera;Fallecidos;1;
Puebla de Cazalla (La);Población;10979;
Puebla de Cazalla (La);Confirmados PDIA;267;
Puebla de Cazalla (La);Confirmados PDIA 14 días;34;
Puebla de Cazalla (La);Tasa PDIA 14 días;309,68212041169505;
Puebla de Cazalla (La);Confirmados PDIA 7 días;11;
Puebla de Cazalla (La);Total Confirmados ;274;
Puebla de Cazalla (La);Curados;121;
Puebla de Cazalla (La);Fallecidos;6;
Roda de Andalucía (La);Población;4183;
Roda de Andalucía (La);Confirmados PDIA;168;
Roda de Andalucía (La);Confirmados PDIA 14 días;8;
Roda de Andalucía (La);Tasa PDIA 14 días;191,25029882859192;
Roda de Andalucía (La);Confirmados PDIA 7 días;1;
Roda de Andalucía (La);Total Confirmados ;170;
Roda de Andalucía (La);Curados;95;
Roda de Andalucía (La);Fallecidos;2;
Rubio (El);Población;3408;
Rubio (El);Confirmados PDIA;91;
Rubio (El);Confirmados PDIA 14 días;17;
Rubio (El);Tasa PDIA 14 días;498,8262910798122;
Rubio (El);Confirmados PDIA 7 días;8;
Rubio (El);Total Confirmados ;93;
Rubio (El);Curados;41;
Rubio (El);Fallecidos;2;
Saucejo (El);Población;4284;
Saucejo (El);Confirmados PDIA;107;
Saucejo (El);Confirmados PDIA 14 días;9;
Saucejo (El);Tasa PDIA 14 días;210,08403361344537;
Saucejo (El);Confirmados PDIA 7 días;5;
Saucejo (El);Total Confirmados ;107;
Saucejo (El);Curados;75;
Saucejo (El);Fallecidos;1;
Villanueva de San Juan;Población;1120;
Villanueva de San Juan;Confirmados PDIA;13;
Villanueva de San Juan;Confirmados PDIA 14 días;4;
Villanueva de San Juan;Tasa PDIA 14 días;357,14285714285717;
Villanueva de San Juan;Confirmados PDIA 7 días;4;
Villanueva de San Juan;Total Confirmados ;13;
Villanueva de San Juan;Curados;4;
Villanueva de San Juan;Fallecidos;0;
Sevilla Norte;Población;276764;
Sevilla Norte;Confirmados PDIA;7636;
Sevilla Norte;Confirmados PDIA 14 días;1054;
Sevilla Norte;Tasa PDIA 14 días;380,8298767180703;
Sevilla Norte;Confirmados PDIA 7 días;296;
Sevilla Norte;Total Confirmados ;7712;
Sevilla Norte;Curados;3127;
Sevilla Norte;Fallecidos;109;
Alanís;Población;1723;
Alanís;Confirmados PDIA;18;
Alanís;Confirmados PDIA 14 días;2;
Alanís;Tasa PDIA 14 días;116,07661056297157;
Alanís;Confirmados PDIA 7 días;1;
Alanís;Total Confirmados ;18;
Alanís;Curados;11;
Alanís;Fallecidos;0;
Alcalá del Río;Población;12029;
Alcalá del Río;Confirmados PDIA;390;
Alcalá del Río;Confirmados PDIA 14 días;61;
Alcalá del Río;Tasa PDIA 14 días;507,10782276165935;
Alcalá del Río;Confirmados PDIA 7 días;18;
Alcalá del Río;Total Confirmados ;393;
Alcalá del Río;Curados;158;
Alcalá del Río;Fallecidos;1;
Alcolea del Río;Población;3373;
Alcolea del Río;Confirmados PDIA;42;
Alcolea del Río;Confirmados PDIA 14 días;10;
Alcolea del Río;Tasa PDIA 14 días;296,4719833975689;
Alcolea del Río;Confirmados PDIA 7 días;1;
Alcolea del Río;Total Confirmados ;42;
Alcolea del Río;Curados;22;
Alcolea del Río;Fallecidos;2;
Algaba (La);Población;16374;
Algaba (La);Confirmados PDIA;546;
Algaba (La);Confirmados PDIA 14 días;54;
Algaba (La);Tasa PDIA 14 días;329,79113228288753;
Algaba (La);Confirmados PDIA 7 días;13;
Algaba (La);Total Confirmados ;550;
Algaba (La);Curados;310;
Algaba (La);Fallecidos;3;
Almadén de la Plata;Población;1355;
Almadén de la Plata;Confirmados PDIA;2;
Almadén de la Plata;Confirmados PDIA 14 días;0;
Almadén de la Plata;Tasa PDIA 14 días;0;
Almadén de la Plata;Confirmados PDIA 7 días;0;
Almadén de la Plata;Total Confirmados ;2;
Almadén de la Plata;Curados;0;
Almadén de la Plata;Fallecidos;0;
Arroyomolinos de León;Población;953;
Arroyomolinos de León;Confirmados PDIA;1;
Arroyomolinos de León;Confirmados PDIA 14 días;0;
Arroyomolinos de León;Tasa PDIA 14 días;0;
Arroyomolinos de León;Confirmados PDIA 7 días;0;
Arroyomolinos de León;Total Confirmados ;1;
Arroyomolinos de León;Curados;0;
Arroyomolinos de León;Fallecidos;0;
Brenes;Población;12471;
Brenes;Confirmados PDIA;434;
Brenes;Confirmados PDIA 14 días;49;
Brenes;Tasa PDIA 14 días;392,9115548071526;
Brenes;Confirmados PDIA 7 días;11;
Brenes;Total Confirmados ;436;
Brenes;Curados;212;
Brenes;Fallecidos;4;
Burguillos;Población;6716;
Burguillos;Confirmados PDIA;202;
Burguillos;Confirmados PDIA 14 días;28;
Burguillos;Tasa PDIA 14 días;416,91483025610484;
Burguillos;Confirmados PDIA 7 días;6;
Burguillos;Total Confirmados ;203;
Burguillos;Curados;77;
Burguillos;Fallecidos;0;
Cala;Población;1167;
Cala;Confirmados PDIA;22;
Cala;Confirmados PDIA 14 días;0;
Cala;Tasa PDIA 14 días;0;
Cala;Confirmados PDIA 7 días;0;
Cala;Total Confirmados ;22;
Cala;Curados;8;
Cala;Fallecidos;0;
Campana (La);Población;5276;
Campana (La);Confirmados PDIA;117;
Campana (La);Confirmados PDIA 14 días;16;
Campana (La);Tasa PDIA 14 días;303,2600454890068;
Campana (La);Confirmados PDIA 7 días;7;
Campana (La);Total Confirmados ;117;
Campana (La);Curados;68;
Campana (La);Fallecidos;1;
Cantillana;Población;10684;
Cantillana;Confirmados PDIA;435;
Cantillana;Confirmados PDIA 14 días;44;
Cantillana;Tasa PDIA 14 días;411,83077499064024;
Cantillana;Confirmados PDIA 7 días;15;
Cantillana;Total Confirmados ;442;
Cantillana;Curados;216;
Cantillana;Fallecidos;6;
Carmona;Población;28531;
Carmona;Confirmados PDIA;1010;
Carmona;Confirmados PDIA 14 días;180;
Carmona;Tasa PDIA 14 días;630,8927131891627;
Carmona;Confirmados PDIA 7 días;67;
Carmona;Total Confirmados ;1020;
Carmona;Curados;268;
Carmona;Fallecidos;29;
Castilblanco de los Arroyos;Población;4864;
Castilblanco de los Arroyos;Confirmados PDIA;153;
Castilblanco de los Arroyos;Confirmados PDIA 14 días;9;
Castilblanco de los Arroyos;Tasa PDIA 14 días;185,0328947368421;
Castilblanco de los Arroyos;Confirmados PDIA 7 días;3;
Castilblanco de los Arroyos;Total Confirmados ;153;
Castilblanco de los Arroyos;Curados;68;
Castilblanco de los Arroyos;Fallecidos;5;
Castillo de las Guardas (El);Población;1443;
Castillo de las Guardas (El);Confirmados PDIA;44;
Castillo de las Guardas (El);Confirmados PDIA 14 días;0;
Castillo de las Guardas (El);Tasa PDIA 14 días;0;
Castillo de las Guardas (El);Confirmados PDIA 7 días;0;
Castillo de las Guardas (El);Total Confirmados ;44;
Castillo de las Guardas (El);Curados;33;
Castillo de las Guardas (El);Fallecidos;0;
Cazalla de la Sierra;Población;4718;
Cazalla de la Sierra;Confirmados PDIA;43;
Cazalla de la Sierra;Confirmados PDIA 14 días;1;
Cazalla de la Sierra;Tasa PDIA 14 días;21,1954217888936;
Cazalla de la Sierra;Confirmados PDIA 7 días;0;
Cazalla de la Sierra;Total Confirmados ;45;
Cazalla de la Sierra;Curados;23;
Cazalla de la Sierra;Fallecidos;2;
Constantina;Población;5896;
Constantina;Confirmados PDIA;191;
Constantina;Confirmados PDIA 14 días;26;
Constantina;Tasa PDIA 14 días;440,9769335142469;
Constantina;Confirmados PDIA 7 días;6;
Constantina;Total Confirmados ;192;
Constantina;Curados;66;
Constantina;Fallecidos;0;
Garrobo (El);Población;790;
Garrobo (El);Confirmados PDIA;6;
Garrobo (El);Confirmados PDIA 14 días;2;
Garrobo (El);Tasa PDIA 14 días;253,16455696202533;
Garrobo (El);Confirmados PDIA 7 días;0;
Garrobo (El);Total Confirmados ;6;
Garrobo (El);Curados;3;
Garrobo (El);Fallecidos;0;
Gerena;Población;7585;
Gerena;Confirmados PDIA;203;
Gerena;Confirmados PDIA 14 días;40;
Gerena;Tasa PDIA 14 días;527,3566249176006;
Gerena;Confirmados PDIA 7 días;4;
Gerena;Total Confirmados ;203;
Gerena;Curados;96;
Gerena;Fallecidos;0;
Guadalcanal;Población;2627;
Guadalcanal;Confirmados PDIA;21;
Guadalcanal;Confirmados PDIA 14 días;3;
Guadalcanal;Tasa PDIA 14 días;114,19870574800153;
