Lugar de residencia;Medida;Valor;
Benamocarra;Confirmados PDIA 14 días;49;
Benamocarra;Tasa PDIA 14 días;1627,3663234805713;
Benamocarra;Confirmados PDIA 7 días;35;
Benamocarra;Total Confirmados ;107;
Benamocarra;Curados;25;
Benamocarra;Fallecidos;0;
Borge (El);Población;930;
Borge (El);Confirmados PDIA;63;
Borge (El);Confirmados PDIA 14 días;35;
Borge (El);Tasa PDIA 14 días;3763,440860215054;
Borge (El);Confirmados PDIA 7 días;23;
Borge (El);Total Confirmados ;63;
Borge (El);Curados;20;
Borge (El);Fallecidos;0;
Canillas de Aceituno;Población;1677;
Canillas de Aceituno;Confirmados PDIA;37;
Canillas de Aceituno;Confirmados PDIA 14 días;3;
Canillas de Aceituno;Tasa PDIA 14 días;178,89087656529517;
Canillas de Aceituno;Confirmados PDIA 7 días;3;
Canillas de Aceituno;Total Confirmados ;37;
Canillas de Aceituno;Curados;27;
Canillas de Aceituno;Fallecidos;0;
Canillas de Albaida;Población;716;
Canillas de Albaida;Confirmados PDIA;9;
Canillas de Albaida;Confirmados PDIA 14 días;1;
Canillas de Albaida;Tasa PDIA 14 días;139,66480446927375;
Canillas de Albaida;Confirmados PDIA 7 días;1;
Canillas de Albaida;Total Confirmados ;9;
Canillas de Albaida;Curados;0;
Canillas de Albaida;Fallecidos;0;
Casabermeja;Población;3522;
Casabermeja;Confirmados PDIA;130;
Casabermeja;Confirmados PDIA 14 días;45;
Casabermeja;Tasa PDIA 14 días;1277,6831345826236;
Casabermeja;Confirmados PDIA 7 días;36;
Casabermeja;Total Confirmados ;133;
Casabermeja;Curados;80;
Casabermeja;Fallecidos;0;
Colmenar;Población;3376;
Colmenar;Confirmados PDIA;33;
Colmenar;Confirmados PDIA 14 días;13;
Colmenar;Tasa PDIA 14 días;385,07109004739334;
Colmenar;Confirmados PDIA 7 días;8;
Colmenar;Total Confirmados ;35;
Colmenar;Curados;18;
Colmenar;Fallecidos;2;
Comares;Población;1315;
Comares;Confirmados PDIA;17;
Comares;Confirmados PDIA 14 días;8;
Comares;Tasa PDIA 14 días;608,3650190114068;
Comares;Confirmados PDIA 7 días;4;
Comares;Total Confirmados ;17;
Comares;Curados;2;
Comares;Fallecidos;0;
Cómpeta;Población;3922;
Cómpeta;Confirmados PDIA;63;
Cómpeta;Confirmados PDIA 14 días;18;
Cómpeta;Tasa PDIA 14 días;458,94951555328913;
Cómpeta;Confirmados PDIA 7 días;14;
Cómpeta;Total Confirmados ;63;
Cómpeta;Curados;38;
Cómpeta;Fallecidos;1;
Cútar;Población;607;
Cútar;Confirmados PDIA;17;
Cútar;Confirmados PDIA 14 días;12;
Cútar;Tasa PDIA 14 días;1976,9357495881384;
Cútar;Confirmados PDIA 7 días;8;
Cútar;Total Confirmados ;17;
Cútar;Curados;5;
Cútar;Fallecidos;0;
Frigiliana;Población;3009;
Frigiliana;Confirmados PDIA;31;
Frigiliana;Confirmados PDIA 14 días;4;
Frigiliana;Tasa PDIA 14 días;132,93452974410104;
Frigiliana;Confirmados PDIA 7 días;0;
Frigiliana;Total Confirmados ;31;
Frigiliana;Curados;23;
Frigiliana;Fallecidos;0;
Iznate;Población;868;
Iznate;Confirmados PDIA;6;
Iznate;Confirmados PDIA 14 días;2;
Iznate;Tasa PDIA 14 días;230,4147465437788;
Iznate;Confirmados PDIA 7 días;2;
Iznate;Total Confirmados ;6;
Iznate;Curados;2;
Iznate;Fallecidos;0;
Nerja;Población;21091;
Nerja;Confirmados PDIA;367;
Nerja;Confirmados PDIA 14 días;78;
Nerja;Tasa PDIA 14 días;369,8259921293443;
Nerja;Confirmados PDIA 7 días;45;
Nerja;Total Confirmados ;374;
Nerja;Curados;250;
Nerja;Fallecidos;4;
Periana;Población;3048;
Periana;Confirmados PDIA;126;
Periana;Confirmados PDIA 14 días;29;
Periana;Tasa PDIA 14 días;951,4435695538058;
Periana;Confirmados PDIA 7 días;20;
Periana;Total Confirmados ;126;
Periana;Curados;90;
Periana;Fallecidos;1;
Riogordo;Población;2724;
Riogordo;Confirmados PDIA;55;
Riogordo;Confirmados PDIA 14 días;20;
Riogordo;Tasa PDIA 14 días;734,2143906020558;
Riogordo;Confirmados PDIA 7 días;15;
Riogordo;Total Confirmados ;56;
Riogordo;Curados;33;
Riogordo;Fallecidos;1;
Salares;Población;169;
Salares;Confirmados PDIA;6;
Salares;Confirmados PDIA 14 días;3;
Salares;Tasa PDIA 14 días;1775,1479289940828;
Salares;Confirmados PDIA 7 días;0;
Salares;Total Confirmados ;6;
Salares;Curados;0;
Salares;Fallecidos;0;
Sayalonga;Población;1681;
Sayalonga;Confirmados PDIA;53;
Sayalonga;Confirmados PDIA 14 días;8;
Sayalonga;Tasa PDIA 14 días;475,9071980963712;
Sayalonga;Confirmados PDIA 7 días;4;
Sayalonga;Total Confirmados ;54;
Sayalonga;Curados;31;
Sayalonga;Fallecidos;2;
Sedella;Población;606;
Sedella;Confirmados PDIA;4;
Sedella;Confirmados PDIA 14 días;1;
Sedella;Tasa PDIA 14 días;165,01650165016503;
Sedella;Confirmados PDIA 7 días;1;
Sedella;Total Confirmados ;4;
Sedella;Curados;1;
Sedella;Fallecidos;0;
Torrox;Población;17234;
Torrox;Confirmados PDIA;319;
Torrox;Confirmados PDIA 14 días;104;
Torrox;Tasa PDIA 14 días;603,4582801439016;
Torrox;Confirmados PDIA 7 días;55;
Torrox;Total Confirmados ;328;
Torrox;Curados;180;
Torrox;Fallecidos;7;
Vélez-Málaga;Población;81643;
Vélez-Málaga;Confirmados PDIA;3491;
Vélez-Málaga;Confirmados PDIA 14 días;1251;
Vélez-Málaga;Tasa PDIA 14 días;1532,2807834107027;
Vélez-Málaga;Confirmados PDIA 7 días;604;
Vélez-Málaga;Total Confirmados ;3555;
Vélez-Málaga;Curados;1693;
Vélez-Málaga;Fallecidos;56;
Viñuela;Población;2034;
Viñuela;Confirmados PDIA;36;
Viñuela;Confirmados PDIA 14 días;18;
Viñuela;Tasa PDIA 14 días;884,9557522123894;
Viñuela;Confirmados PDIA 7 días;12;
Viñuela;Total Confirmados ;36;
Viñuela;Curados;13;
Viñuela;Fallecidos;0;
Costa del Sol;Población;546811;
Costa del Sol;Confirmados PDIA;19338;
Costa del Sol;Confirmados PDIA 14 días;5280;
Costa del Sol;Tasa PDIA 14 días;965,5987169241291;
Costa del Sol;Confirmados PDIA 7 días;2648;
Costa del Sol;Total Confirmados ;19892;
Costa del Sol;Curados;11886;
Costa del Sol;Fallecidos;239;
Benahavís;Población;8085;
Benahavís;Confirmados PDIA;163;
Benahavís;Confirmados PDIA 14 días;36;
Benahavís;Tasa PDIA 14 días;445,26901669758814;
Benahavís;Confirmados PDIA 7 días;12;
Benahavís;Total Confirmados ;167;
Benahavís;Curados;104;
Benahavís;Fallecidos;2;
Benalmádena;Población;68128;
Benalmádena;Confirmados PDIA;1983;
Benalmádena;Confirmados PDIA 14 días;541;
Benalmádena;Tasa PDIA 14 días;794,0934711131987;
Benalmádena;Confirmados PDIA 7 días;279;
Benalmádena;Total Confirmados ;2059;
Benalmádena;Curados;1241;
Benalmádena;Fallecidos;35;
Casares;Población;6515;
Casares;Confirmados PDIA;114;
Casares;Confirmados PDIA 14 días;49;
Casares;Tasa PDIA 14 días;752,1105141980046;
Casares;Confirmados PDIA 7 días;35;
Casares;Total Confirmados ;119;
Casares;Curados;57;
Casares;Fallecidos;3;
Estepona;Población;68286;
Estepona;Confirmados PDIA;2280;
Estepona;Confirmados PDIA 14 días;679;
Estepona;Tasa PDIA 14 días;994,3473039861758;
Estepona;Confirmados PDIA 7 días;354;
Estepona;Total Confirmados ;2353;
Estepona;Curados;1338;
Estepona;Fallecidos;22;
Fuengirola;Población;80309;
Fuengirola;Confirmados PDIA;2590;
Fuengirola;Confirmados PDIA 14 días;665;
Fuengirola;Tasa PDIA 14 días;828,051650499944;
Fuengirola;Confirmados PDIA 7 días;320;
Fuengirola;Total Confirmados ;2634;
Fuengirola;Curados;1526;
Fuengirola;Fallecidos;26;
Istán;Población;1469;
Istán;Confirmados PDIA;29;
Istán;Confirmados PDIA 14 días;10;
Istán;Tasa PDIA 14 días;680,7351940095303;
Istán;Confirmados PDIA 7 días;7;
Istán;Total Confirmados ;29;
Istán;Curados;18;
Istán;Fallecidos;0;
Manilva;Población;15528;
Manilva;Confirmados PDIA;571;
Manilva;Confirmados PDIA 14 días;202;
Manilva;Tasa PDIA 14 días;1300,875837197321;
Manilva;Confirmados PDIA 7 días;96;
Manilva;Total Confirmados ;574;
Manilva;Curados;287;
Manilva;Fallecidos;7;
Marbella;Población;143386;
Marbella;Confirmados PDIA;6770;
Marbella;Confirmados PDIA 14 días;1765;
Marbella;Tasa PDIA 14 días;1230,9430488332193;
Marbella;Confirmados PDIA 7 días;874;
Marbella;Total Confirmados ;7018;
Marbella;Curados;4436;
Marbella;Fallecidos;105;
Mijas;Población;82742;
Mijas;Confirmados PDIA;2651;
Mijas;Confirmados PDIA 14 días;775;
Mijas;Tasa PDIA 14 días;936,6464431606681;
Mijas;Confirmados PDIA 7 días;390;
Mijas;Total Confirmados ;2693;
Mijas;Curados;1463;
Mijas;Fallecidos;17;
Ojén;Población;3702;
Ojén;Confirmados PDIA;92;
Ojén;Confirmados PDIA 14 días;32;
Ojén;Tasa PDIA 14 días;864,397622906537;
Ojén;Confirmados PDIA 7 días;20;
Ojén;Total Confirmados ;96;
Ojén;Curados;58;
Ojén;Fallecidos;0;
Torremolinos;Población;68661;
Torremolinos;Confirmados PDIA;2095;
Torremolinos;Confirmados PDIA 14 días;526;
Torremolinos;Tasa PDIA 14 días;766,0826378875927;
Torremolinos;Confirmados PDIA 7 días;261;
Torremolinos;Total Confirmados ;2150;
Torremolinos;Curados;1358;
Torremolinos;Fallecidos;22;
La Vega;Población;110237;
La Vega;Confirmados PDIA;4385;
La Vega;Confirmados PDIA 14 días;946;
La Vega;Tasa PDIA 14 días;858,151074503116;
La Vega;Confirmados PDIA 7 días;451;
La Vega;Total Confirmados ;4507;
La Vega;Curados;2814;
La Vega;Fallecidos;84;
Alameda;Población;5372;
Alameda;Confirmados PDIA;410;
Alameda;Confirmados PDIA 14 días;117;
Alameda;Tasa PDIA 14 días;2177,9597915115414;
Alameda;Confirmados PDIA 7 días;39;
Alameda;Total Confirmados ;410;
Alameda;Curados;148;
Alameda;Fallecidos;2;
Almargen;Población;1954;
Almargen;Confirmados PDIA;171;
Almargen;Confirmados PDIA 14 días;76;
Almargen;Tasa PDIA 14 días;3889,4575230296828;
Almargen;Confirmados PDIA 7 días;30;
Almargen;Total Confirmados ;174;
Almargen;Curados;38;
Almargen;Fallecidos;1;
Antequera;Población;41239;
Antequera;Confirmados PDIA;1327;
Antequera;Confirmados PDIA 14 días;230;
Antequera;Tasa PDIA 14 días;557,7244841048522;
Antequera;Confirmados PDIA 7 días;139;
Antequera;Total Confirmados ;1381;
Antequera;Curados;1059;
Antequera;Fallecidos;23;
Archidona;Población;8238;
Archidona;Confirmados PDIA;333;
Archidona;Confirmados PDIA 14 días;42;
Archidona;Tasa PDIA 14 días;509,8324836125273;
Archidona;Confirmados PDIA 7 días;13;
Archidona;Total Confirmados ;344;
Archidona;Curados;255;
Archidona;Fallecidos;14;
Campillos;Población;8444;
Campillos;Confirmados PDIA;300;
Campillos;Confirmados PDIA 14 días;75;
Campillos;Tasa PDIA 14 días;888,2046423495973;
Campillos;Confirmados PDIA 7 días;37;
Campillos;Total Confirmados ;306;
Campillos;Curados;189;
Campillos;Fallecidos;2;
Cañete la Real;Población;1665;
Cañete la Real;Confirmados PDIA;113;
Cañete la Real;Confirmados PDIA 14 días;26;
Cañete la Real;Tasa PDIA 14 días;1561,5615615615616;
Cañete la Real;Confirmados PDIA 7 días;11;
Cañete la Real;Total Confirmados ;115;
Cañete la Real;Curados;75;
Cañete la Real;Fallecidos;4;
Cuevas Bajas;Población;1395;
Cuevas Bajas;Confirmados PDIA;25;
Cuevas Bajas;Confirmados PDIA 14 días;2;
Cuevas Bajas;Tasa PDIA 14 días;143,36917562724014;
Cuevas Bajas;Confirmados PDIA 7 días;2;
Cuevas Bajas;Total Confirmados ;29;
Cuevas Bajas;Curados;25;
Cuevas Bajas;Fallecidos;1;
Cuevas de San Marcos;Población;3648;
Cuevas de San Marcos;Confirmados PDIA;264;
Cuevas de San Marcos;Confirmados PDIA 14 días;20;
Cuevas de San Marcos;Tasa PDIA 14 días;548,2456140350877;
Cuevas de San Marcos;Confirmados PDIA 7 días;15;
Cuevas de San Marcos;Total Confirmados ;266;
Cuevas de San Marcos;Curados;218;
Cuevas de San Marcos;Fallecidos;16;
Fuente de Piedra;Población;2596;
Fuente de Piedra;Confirmados PDIA;64;
Fuente de Piedra;Confirmados PDIA 14 días;14;
Fuente de Piedra;Tasa PDIA 14 días;539,291217257319;
Fuente de Piedra;Confirmados PDIA 7 días;8;
Fuente de Piedra;Total Confirmados ;65;
Fuente de Piedra;Curados;50;
Fuente de Piedra;Fallecidos;0;
Humilladero;Población;3286;
Humilladero;Confirmados PDIA;112;
Humilladero;Confirmados PDIA 14 días;21;
Humilladero;Tasa PDIA 14 días;639,0748630553865;
Humilladero;Confirmados PDIA 7 días;10;
Humilladero;Total Confirmados ;116;
Humilladero;Curados;83;
Humilladero;Fallecidos;1;
Mollina;Población;5149;
Mollina;Confirmados PDIA;140;
Mollina;Confirmados PDIA 14 días;53;
Mollina;Tasa PDIA 14 días;1029,3260827345116;
Mollina;Confirmados PDIA 7 días;23;
Mollina;Total Confirmados ;141;
Mollina;Curados;53;
Mollina;Fallecidos;1;
Sierra de Yeguas;Población;3346;
Sierra de Yeguas;Confirmados PDIA;170;
Sierra de Yeguas;Confirmados PDIA 14 días;4;
Sierra de Yeguas;Tasa PDIA 14 días;119,54572624028691;
Sierra de Yeguas;Confirmados PDIA 7 días;0;
Sierra de Yeguas;Total Confirmados ;172;
Sierra de Yeguas;Curados;163;
Sierra de Yeguas;Fallecidos;3;
Teba;Población;3760;
Teba;Confirmados PDIA;390;
Teba;Confirmados PDIA 14 días;72;
Teba;Tasa PDIA 14 días;1914,8936170212767;
Teba;Confirmados PDIA 7 días;20;
Teba;Total Confirmados ;397;
Teba;Curados;127;
Teba;Fallecidos;6;
Valle de Abdalajís;Población;2542;
Valle de Abdalajís;Confirmados PDIA;39;
Valle de Abdalajís;Confirmados PDIA 14 días;10;
Valle de Abdalajís;Tasa PDIA 14 días;393,3910306845004;
Valle de Abdalajís;Confirmados PDIA 7 días;0;
Valle de Abdalajís;Total Confirmados ;46;
Valle de Abdalajís;Curados;33;
Valle de Abdalajís;Fallecidos;1;
Villanueva de Algaidas;Población;4176;
Villanueva de Algaidas;Confirmados PDIA;42;
Villanueva de Algaidas;Confirmados PDIA 14 días;12;
Villanueva de Algaidas;Tasa PDIA 14 días;287,35632183908046;
Villanueva de Algaidas;Confirmados PDIA 7 días;7;
Villanueva de Algaidas;Total Confirmados ;45;
Villanueva de Algaidas;Curados;30;
Villanueva de Algaidas;Fallecidos;1;
Villanueva de la Concepción;Población;3296;
Villanueva de la Concepción;Confirmados PDIA;108;
Villanueva de la Concepción;Confirmados PDIA 14 días;27;
Villanueva de la Concepción;Tasa PDIA 14 días;819,1747572815534;
Villanueva de la Concepción;Confirmados PDIA 7 días;18;
Villanueva de la Concepción;Total Confirmados ;114;
Villanueva de la Concepción;Curados;72;
Villanueva de la Concepción;Fallecidos;3;
Villanueva de Tapia;Población;1476;
Villanueva de Tapia;Confirmados PDIA;22;
Villanueva de Tapia;Confirmados PDIA 14 días;8;
Villanueva de Tapia;Tasa PDIA 14 días;542,0054200542005;
Villanueva de Tapia;Confirmados PDIA 7 días;6;
Villanueva de Tapia;Total Confirmados ;24;
Villanueva de Tapia;Curados;15;
Villanueva de Tapia;Fallecidos;1;
Villanueva del Rosario;Población;3356;
Villanueva del Rosario;Confirmados PDIA;116;
Villanueva del Rosario;Confirmados PDIA 14 días;38;
Villanueva del Rosario;Tasa PDIA 14 días;1132,300357568534;
Villanueva del Rosario;Confirmados PDIA 7 días;18;
Villanueva del Rosario;Total Confirmados ;118;
Villanueva del Rosario;Curados;54;
Villanueva del Rosario;Fallecidos;0;
Villanueva del Trabuco;Población;5299;
Villanueva del Trabuco;Confirmados PDIA;239;
Villanueva del Trabuco;Confirmados PDIA 14 días;99;
Villanueva del Trabuco;Tasa PDIA 14 días;1868,2770334025288;
Villanueva del Trabuco;Confirmados PDIA 7 días;55;
Villanueva del Trabuco;Total Confirmados ;244;
Villanueva del Trabuco;Curados;127;
Villanueva del Trabuco;Fallecidos;4;
Málaga (distrito);Población;628045;
Málaga (distrito);Confirmados PDIA;23361;
Málaga (distrito);Confirmados PDIA 14 días;5765;
Málaga (distrito);Tasa PDIA 14 días;917,9278554880622;
Málaga (distrito);Confirmados PDIA 7 días;2852;
Málaga (distrito);Total Confirmados ;24283;
Málaga (distrito);Curados;15313;
Málaga (distrito);Fallecidos;371;
Almogía;Población;3715;
Almogía;Confirmados PDIA;41;
Almogía;Confirmados PDIA 14 días;8;
Almogía;Tasa PDIA 14 días;215,34320323014805;
Almogía;Confirmados PDIA 7 días;5;
Almogía;Total Confirmados ;46;
Almogía;Curados;34;
Almogía;Fallecidos;2;
Macharaviaya;Población;480;
Macharaviaya;Confirmados PDIA;3;
Macharaviaya;Confirmados PDIA 14 días;2;
Macharaviaya;Tasa PDIA 14 días;416,6666666666667;
Macharaviaya;Confirmados PDIA 7 días;2;
Macharaviaya;Total Confirmados ;3;
Macharaviaya;Curados;1;
Macharaviaya;Fallecidos;0;
Málaga (capital);Población;574654;
Málaga (capital);Confirmados PDIA;21763;
Málaga (capital);Confirmados PDIA 14 días;5353;
Málaga (capital);Tasa PDIA 14 días;931,517051999986;
Málaga (capital);Confirmados PDIA 7 días;2683;
Málaga (capital);Total Confirmados ;22621;
Málaga (capital);Curados;14303;
Málaga (capital);Fallecidos;344;
Moclinejo;Población;1271;
Moclinejo;Confirmados PDIA;74;
Moclinejo;Confirmados PDIA 14 días;36;
Moclinejo;Tasa PDIA 14 días;2832,415420928403;
Moclinejo;Confirmados PDIA 7 días;13;
Moclinejo;Total Confirmados ;74;
Moclinejo;Curados;32;
Moclinejo;Fallecidos;0;
Rincón de la Victoria;Población;47179;
Rincón de la Victoria;Confirmados PDIA;1466;
Rincón de la Victoria;Confirmados PDIA 14 días;360;
Rincón de la Victoria;Tasa PDIA 14 días;763,0513575955404;
Rincón de la Victoria;Confirmados PDIA 7 días;146;
Rincón de la Victoria;Total Confirmados ;1525;
Rincón de la Victoria;Curados;937;
Rincón de la Victoria;Fallecidos;25;
Totalán;Población;746;
Totalán;Confirmados PDIA;14;
Totalán;Confirmados PDIA 14 días;6;
Totalán;Tasa PDIA 14 días;804,289544235925;
Totalán;Confirmados PDIA 7 días;3;
Totalán;Total Confirmados ;14;
Totalán;Curados;6;
Totalán;Fallecidos;0;
Serranía;Población;55247;
Serranía;Confirmados PDIA;2904;
Serranía;Confirmados PDIA 14 días;779;
Serranía;Tasa PDIA 14 días;1410,0313139174978;
Serranía;Confirmados PDIA 7 días;456;
Serranía;Total Confirmados ;2984;
Serranía;Curados;2057;
Serranía;Fallecidos;68;
Algatocín;Población;793;
Algatocín;Confirmados PDIA;37;
Algatocín;Confirmados PDIA 14 días;4;
Algatocín;Tasa PDIA 14 días;504,4136191677175;
Algatocín;Confirmados PDIA 7 días;3;
Algatocín;Total Confirmados ;38;
Algatocín;Curados;32;
Algatocín;Fallecidos;2;
Alpandeire;Población;260;
Alpandeire;Confirmados PDIA;14;
Alpandeire;Confirmados PDIA 14 días;0;
Alpandeire;Tasa PDIA 14 días;0;
Alpandeire;Confirmados PDIA 7 días;0;
Alpandeire;Total Confirmados ;14;
Alpandeire;Curados;13;
Alpandeire;Fallecidos;1;
Arriate;Población;4102;
Arriate;Confirmados PDIA;194;
Arriate;Confirmados PDIA 14 días;64;
Arriate;Tasa PDIA 14 días;1560,2145294978059;
Arriate;Confirmados PDIA 7 días;30;
Arriate;Total Confirmados ;197;
Arriate;Curados;126;
Arriate;Fallecidos;5;
Atajate;Población;168;
Atajate;Confirmados PDIA;0;
Atajate;Confirmados PDIA 14 días;0;
Atajate;Tasa PDIA 14 días;0;
Atajate;Confirmados PDIA 7 días;0;
Atajate;Total Confirmados ;0;
Atajate;Curados;0;
Atajate;Fallecidos;0;
Benadalid;Población;215;
Benadalid;Confirmados PDIA;1;
Benadalid;Confirmados PDIA 14 días;1;
Benadalid;Tasa PDIA 14 días;465,1162790697674;
Benadalid;Confirmados PDIA 7 días;0;
Benadalid;Total Confirmados ;1;
Benadalid;Curados;0;
Benadalid;Fallecidos;0;
Benalauría;Población;438;
Benalauría;Confirmados PDIA;8;
Benalauría;Confirmados PDIA 14 días;1;
Benalauría;Tasa PDIA 14 días;228,31050228310502;
Benalauría;Confirmados PDIA 7 días;1;
Benalauría;Total Confirmados ;9;
Benalauría;Curados;8;
Benalauría;Fallecidos;0;
Benaoján;Población;1476;
Benaoján;Confirmados PDIA;14;
Benaoján;Confirmados PDIA 14 días;1;
Benaoján;Tasa PDIA 14 días;67,75067750677506;
Benaoján;Confirmados PDIA 7 días;1;
Benaoján;Total Confirmados ;14;
Benaoján;Curados;12;
Benaoján;Fallecidos;0;
Benarrabá;Población;455;
Benarrabá;Confirmados PDIA;9;
Benarrabá;Confirmados PDIA 14 días;8;
Benarrabá;Tasa PDIA 14 días;1758,2417582417581;
Benarrabá;Confirmados PDIA 7 días;5;
Benarrabá;Total Confirmados ;9;
Benarrabá;Curados;1;
Benarrabá;Fallecidos;0;
Burgo (El);Población;1800;
Burgo (El);Confirmados PDIA;19;
Burgo (El);Confirmados PDIA 14 días;3;
Burgo (El);Tasa PDIA 14 días;166,66666666666666;
Burgo (El);Confirmados PDIA 7 días;3;
Burgo (El);Total Confirmados ;19;
Burgo (El);Curados;16;
Burgo (El);Fallecidos;0;
Cartajima;Población;253;
Cartajima;Confirmados PDIA;12;
Cartajima;Confirmados PDIA 14 días;10;
Cartajima;Tasa PDIA 14 días;3952,5691699604745;
Cartajima;Confirmados PDIA 7 días;4;
Cartajima;Total Confirmados ;12;
Cartajima;Curados;2;
Cartajima;Fallecidos;0;
Cortes de la Frontera;Población;3101;
Cortes de la Frontera;Confirmados PDIA;117;
Cortes de la Frontera;Confirmados PDIA 14 días;28;
Cortes de la Frontera;Tasa PDIA 14 días;902,9345372460497;
Cortes de la Frontera;Confirmados PDIA 7 días;17;
Cortes de la Frontera;Total Confirmados ;118;
Cortes de la Frontera;Curados;87;
Cortes de la Frontera;Fallecidos;2;
Cuevas del Becerro;Población;1589;
Cuevas del Becerro;Confirmados PDIA;277;
Cuevas del Becerro;Confirmados PDIA 14 días;4;
Cuevas del Becerro;Tasa PDIA 14 días;251,73064820641912;
Cuevas del Becerro;Confirmados PDIA 7 días;3;
Cuevas del Becerro;Total Confirmados ;279;
Cuevas del Becerro;Curados;273;
Cuevas del Becerro;Fallecidos;2;
Faraján;Población;253;
Faraján;Confirmados PDIA;8;
Faraján;Confirmados PDIA 14 días;8;
Faraján;Tasa PDIA 14 días;3162,0553359683795;
Faraján;Confirmados PDIA 7 días;3;
Faraján;Total Confirmados ;8;
Faraján;Curados;0;
Faraján;Fallecidos;1;
Gaucín;Población;1576;
Gaucín;Confirmados PDIA;49;
Gaucín;Confirmados PDIA 14 días;8;
Gaucín;Tasa PDIA 14 días;507,61421319796955;
Gaucín;Confirmados PDIA 7 días;3;
Gaucín;Total Confirmados ;49;
Gaucín;Curados;38;
Gaucín;Fallecidos;1;
Genalguacil;Población;410;
Genalguacil;Confirmados PDIA;15;
Genalguacil;Confirmados PDIA 14 días;2;
Genalguacil;Tasa PDIA 14 días;487,8048780487805;
Genalguacil;Confirmados PDIA 7 días;1;
Genalguacil;Total Confirmados ;16;
Genalguacil;Curados;13;
Genalguacil;Fallecidos;0;
Igualeja;Población;763;
Igualeja;Confirmados PDIA;31;
Igualeja;Confirmados PDIA 14 días;9;
Igualeja;Tasa PDIA 14 días;1179,5543905635648;
Igualeja;Confirmados PDIA 7 días;2;
Igualeja;Total Confirmados ;31;
Igualeja;Curados;13;
Igualeja;Fallecidos;1;
Jimera de Líbar;Población;372;
Jimera de Líbar;Confirmados PDIA;17;
Jimera de Líbar;Confirmados PDIA 14 días;0;
Jimera de Líbar;Tasa PDIA 14 días;0;
Jimera de Líbar;Confirmados PDIA 7 días;0;
Jimera de Líbar;Total Confirmados ;17;
Jimera de Líbar;Curados;17;
Jimera de Líbar;Fallecidos;0;
