Lugar de residencia;Medida;Valor;
Cárcheles;Curados;27;
Cárcheles;Fallecidos;2;
Cazalilla;Población;824;
Cazalilla;Confirmados PDIA;14;
Cazalilla;Confirmados PDIA 14 días;0;
Cazalilla;Tasa PDIA 14 días;0;
Cazalilla;Confirmados PDIA 7 días;0;
Cazalilla;Total Confirmados ;15;
Cazalilla;Curados;15;
Cazalilla;Fallecidos;0;
Espeluy;Población;619;
Espeluy;Confirmados PDIA;21;
Espeluy;Confirmados PDIA 14 días;1;
Espeluy;Tasa PDIA 14 días;161,55088852988692;
Espeluy;Confirmados PDIA 7 días;1;
Espeluy;Total Confirmados ;21;
Espeluy;Curados;13;
Espeluy;Fallecidos;0;
Fuerte del Rey;Población;1357;
Fuerte del Rey;Confirmados PDIA;104;
Fuerte del Rey;Confirmados PDIA 14 días;34;
Fuerte del Rey;Tasa PDIA 14 días;2505,526897568165;
Fuerte del Rey;Confirmados PDIA 7 días;5;
Fuerte del Rey;Total Confirmados ;110;
Fuerte del Rey;Curados;55;
Fuerte del Rey;Fallecidos;3;
Guardia de Jaén (La);Población;5011;
Guardia de Jaén (La);Confirmados PDIA;302;
Guardia de Jaén (La);Confirmados PDIA 14 días;5;
Guardia de Jaén (La);Tasa PDIA 14 días;99,78048293753741;
Guardia de Jaén (La);Confirmados PDIA 7 días;3;
Guardia de Jaén (La);Total Confirmados ;312;
Guardia de Jaén (La);Curados;242;
Guardia de Jaén (La);Fallecidos;11;
Huelma;Población;5776;
Huelma;Confirmados PDIA;287;
Huelma;Confirmados PDIA 14 días;17;
Huelma;Tasa PDIA 14 días;294,3213296398892;
Huelma;Confirmados PDIA 7 días;6;
Huelma;Total Confirmados ;297;
Huelma;Curados;245;
Huelma;Fallecidos;11;
Jaén (capital);Población;112999;
Jaén (capital);Confirmados PDIA;5511;
Jaén (capital);Confirmados PDIA 14 días;170;
Jaén (capital);Tasa PDIA 14 días;150,4438092372499;
Jaén (capital);Confirmados PDIA 7 días;86;
Jaén (capital);Total Confirmados ;5715;
Jaén (capital);Curados;4882;
Jaén (capital);Fallecidos;131;
Jamilena;Población;3293;
Jamilena;Confirmados PDIA;204;
Jamilena;Confirmados PDIA 14 días;23;
Jamilena;Tasa PDIA 14 días;698,4512602490131;
Jamilena;Confirmados PDIA 7 días;7;
Jamilena;Total Confirmados ;205;
Jamilena;Curados;172;
Jamilena;Fallecidos;3;
Jimena;Población;1284;
Jimena;Confirmados PDIA;92;
Jimena;Confirmados PDIA 14 días;0;
Jimena;Tasa PDIA 14 días;0;
Jimena;Confirmados PDIA 7 días;0;
Jimena;Total Confirmados ;95;
Jimena;Curados;87;
Jimena;Fallecidos;2;
Mancha Real;Población;11264;
Mancha Real;Confirmados PDIA;524;
Mancha Real;Confirmados PDIA 14 días;10;
Mancha Real;Tasa PDIA 14 días;88,7784090909091;
Mancha Real;Confirmados PDIA 7 días;3;
Mancha Real;Total Confirmados ;532;
Mancha Real;Curados;491;
Mancha Real;Fallecidos;7;
Mengíbar;Población;9941;
Mengíbar;Confirmados PDIA;506;
Mengíbar;Confirmados PDIA 14 días;13;
Mengíbar;Tasa PDIA 14 días;130,7715521577306;
Mengíbar;Confirmados PDIA 7 días;8;
Mengíbar;Total Confirmados ;517;
Mengíbar;Curados;459;
Mengíbar;Fallecidos;10;
Noalejo;Población;1970;
Noalejo;Confirmados PDIA;71;
Noalejo;Confirmados PDIA 14 días;14;
Noalejo;Tasa PDIA 14 días;710,6598984771574;
Noalejo;Confirmados PDIA 7 días;8;
Noalejo;Total Confirmados ;75;
Noalejo;Curados;49;
Noalejo;Fallecidos;2;
Pegalajar;Población;2919;
Pegalajar;Confirmados PDIA;180;
Pegalajar;Confirmados PDIA 14 días;6;
Pegalajar;Tasa PDIA 14 días;205,54984583761563;
Pegalajar;Confirmados PDIA 7 días;1;
Pegalajar;Total Confirmados ;183;
Pegalajar;Curados;168;
Pegalajar;Fallecidos;3;
Torredelcampo;Población;14247;
Torredelcampo;Confirmados PDIA;894;
Torredelcampo;Confirmados PDIA 14 días;179;
Torredelcampo;Tasa PDIA 14 días;1256,4048571629114;
Torredelcampo;Confirmados PDIA 7 días;129;
Torredelcampo;Total Confirmados ;913;
Torredelcampo;Curados;562;
Torredelcampo;Fallecidos;18;
Torres;Población;1406;
Torres;Confirmados PDIA;45;
Torres;Confirmados PDIA 14 días;0;
Torres;Tasa PDIA 14 días;0;
Torres;Confirmados PDIA 7 días;0;
Torres;Total Confirmados ;45;
Torres;Curados;40;
Torres;Fallecidos;1;
Valdepeñas de Jaén;Población;3714;
Valdepeñas de Jaén;Confirmados PDIA;74;
Valdepeñas de Jaén;Confirmados PDIA 14 días;6;
Valdepeñas de Jaén;Tasa PDIA 14 días;161,55088852988692;
Valdepeñas de Jaén;Confirmados PDIA 7 días;4;
Valdepeñas de Jaén;Total Confirmados ;75;
Valdepeñas de Jaén;Curados;62;
Valdepeñas de Jaén;Fallecidos;3;
Villares (Los);Población;6014;
Villares (Los);Confirmados PDIA;347;
Villares (Los);Confirmados PDIA 14 días;12;
Villares (Los);Tasa PDIA 14 días;199,53441968739608;
Villares (Los);Confirmados PDIA 7 días;8;
Villares (Los);Total Confirmados ;356;
Villares (Los);Curados;325;
Villares (Los);Fallecidos;2;
Villatorres;Población;4316;
Villatorres;Confirmados PDIA;129;
Villatorres;Confirmados PDIA 14 días;4;
Villatorres;Tasa PDIA 14 días;92,67840593141798;
Villatorres;Confirmados PDIA 7 días;3;
Villatorres;Total Confirmados ;141;
Villatorres;Curados;119;
Villatorres;Fallecidos;5;
Jaén Norte;Población;182943;
Jaén Norte;Confirmados PDIA;7335;
Jaén Norte;Confirmados PDIA 14 días;344;
Jaén Norte;Tasa PDIA 14 días;188,03671088809082;
Jaén Norte;Confirmados PDIA 7 días;192;
Jaén Norte;Total Confirmados ;7517;
Jaén Norte;Curados;6292;
Jaén Norte;Fallecidos;212;
Aldeaquemada;Población;481;
Aldeaquemada;Confirmados PDIA;25;
Aldeaquemada;Confirmados PDIA 14 días;0;
Aldeaquemada;Tasa PDIA 14 días;0;
Aldeaquemada;Confirmados PDIA 7 días;0;
Aldeaquemada;Total Confirmados ;25;
Aldeaquemada;Curados;24;
Aldeaquemada;Fallecidos;0;
Andújar;Población;36793;
Andújar;Confirmados PDIA;1099;
Andújar;Confirmados PDIA 14 días;62;
Andújar;Tasa PDIA 14 días;168,51031446199005;
Andújar;Confirmados PDIA 7 días;29;
Andújar;Total Confirmados ;1113;
Andújar;Curados;941;
Andújar;Fallecidos;32;
Arjona;Población;5542;
Arjona;Confirmados PDIA;178;
Arjona;Confirmados PDIA 14 días;11;
Arjona;Tasa PDIA 14 días;198,48430169613857;
Arjona;Confirmados PDIA 7 días;6;
Arjona;Total Confirmados ;193;
Arjona;Curados;160;
Arjona;Fallecidos;8;
Arjonilla;Población;3575;
Arjonilla;Confirmados PDIA;111;
Arjonilla;Confirmados PDIA 14 días;1;
Arjonilla;Tasa PDIA 14 días;27,972027972027973;
Arjonilla;Confirmados PDIA 7 días;0;
Arjonilla;Total Confirmados ;130;
Arjonilla;Curados;117;
Arjonilla;Fallecidos;6;
Arquillos;Población;1734;
Arquillos;Confirmados PDIA;77;
Arquillos;Confirmados PDIA 14 días;1;
Arquillos;Tasa PDIA 14 días;57,67012687427912;
Arquillos;Confirmados PDIA 7 días;1;
Arquillos;Total Confirmados ;77;
Arquillos;Curados;72;
Arquillos;Fallecidos;4;
Bailén;Población;17667;
Bailén;Confirmados PDIA;694;
Bailén;Confirmados PDIA 14 días;8;
Bailén;Tasa PDIA 14 días;45,2821644874625;
Bailén;Confirmados PDIA 7 días;5;
Bailén;Total Confirmados ;715;
Bailén;Curados;620;
Bailén;Fallecidos;15;
Baños de la Encina;Población;2582;
Baños de la Encina;Confirmados PDIA;119;
Baños de la Encina;Confirmados PDIA 14 días;24;
Baños de la Encina;Tasa PDIA 14 días;929,5120061967467;
Baños de la Encina;Confirmados PDIA 7 días;8;
Baños de la Encina;Total Confirmados ;119;
Baños de la Encina;Curados;68;
Baños de la Encina;Fallecidos;0;
Carboneros;Población;615;
Carboneros;Confirmados PDIA;;
Carboneros;Confirmados PDIA 14 días;;
Carboneros;Tasa PDIA 14 días;;
Carboneros;Confirmados PDIA 7 días;;
Carboneros;Total Confirmados ;;
Carboneros;Curados;;
Carboneros;Fallecidos;;
Carolina (La);Población;15261;
Carolina (La);Confirmados PDIA;536;
Carolina (La);Confirmados PDIA 14 días;0;
Carolina (La);Tasa PDIA 14 días;0;
Carolina (La);Confirmados PDIA 7 días;0;
Carolina (La);Total Confirmados ;541;
Carolina (La);Curados;486;
Carolina (La);Fallecidos;19;
Castellar;Población;3314;
Castellar;Confirmados PDIA;175;
Castellar;Confirmados PDIA 14 días;21;
Castellar;Tasa PDIA 14 días;633,6753168376584;
Castellar;Confirmados PDIA 7 días;12;
Castellar;Total Confirmados ;176;
Castellar;Curados;106;
Castellar;Fallecidos;0;
Chiclana de Segura;Población;965;
Chiclana de Segura;Confirmados PDIA;19;
Chiclana de Segura;Confirmados PDIA 14 días;4;
Chiclana de Segura;Tasa PDIA 14 días;414,5077720207254;
Chiclana de Segura;Confirmados PDIA 7 días;0;
Chiclana de Segura;Total Confirmados ;19;
Chiclana de Segura;Curados;8;
Chiclana de Segura;Fallecidos;0;
Escañuela;Población;950;
Escañuela;Confirmados PDIA;32;
Escañuela;Confirmados PDIA 14 días;2;
Escañuela;Tasa PDIA 14 días;210,52631578947367;
Escañuela;Confirmados PDIA 7 días;0;
Escañuela;Total Confirmados ;33;
Escañuela;Curados;30;
Escañuela;Fallecidos;0;
Guarromán;Población;2724;
Guarromán;Confirmados PDIA;115;
Guarromán;Confirmados PDIA 14 días;18;
Guarromán;Tasa PDIA 14 días;660,7929515418502;
Guarromán;Confirmados PDIA 7 días;17;
Guarromán;Total Confirmados ;116;
Guarromán;Curados;93;
Guarromán;Fallecidos;1;
Jabalquinto;Población;2039;
Jabalquinto;Confirmados PDIA;109;
Jabalquinto;Confirmados PDIA 14 días;1;
Jabalquinto;Tasa PDIA 14 días;49,04364884747425;
Jabalquinto;Confirmados PDIA 7 días;1;
Jabalquinto;Total Confirmados ;109;
Jabalquinto;Curados;91;
Jabalquinto;Fallecidos;1;
Lahiguera;Población;1710;
Lahiguera;Confirmados PDIA;125;
Lahiguera;Confirmados PDIA 14 días;5;
Lahiguera;Tasa PDIA 14 días;292,39766081871346;
Lahiguera;Confirmados PDIA 7 días;3;
Lahiguera;Total Confirmados ;130;
Lahiguera;Curados;111;
Lahiguera;Fallecidos;0;
Linares;Población;57414;
Linares;Confirmados PDIA;2895;
Linares;Confirmados PDIA 14 días;88;
Linares;Tasa PDIA 14 días;153,27272093914377;
Linares;Confirmados PDIA 7 días;42;
Linares;Total Confirmados ;2981;
Linares;Curados;2554;
Linares;Fallecidos;104;
Marmolejo;Población;6812;
Marmolejo;Confirmados PDIA;210;
Marmolejo;Confirmados PDIA 14 días;6;
Marmolejo;Tasa PDIA 14 días;88,07985907222549;
Marmolejo;Confirmados PDIA 7 días;3;
Marmolejo;Total Confirmados ;212;
Marmolejo;Curados;193;
Marmolejo;Fallecidos;6;
Montizón;Población;1725;
Montizón;Confirmados PDIA;18;
Montizón;Confirmados PDIA 14 días;2;
Montizón;Tasa PDIA 14 días;115,94202898550725;
Montizón;Confirmados PDIA 7 días;1;
Montizón;Total Confirmados ;20;
Montizón;Curados;16;
Montizón;Fallecidos;0;
Navas de San Juan;Población;4517;
Navas de San Juan;Confirmados PDIA;111;
Navas de San Juan;Confirmados PDIA 14 días;70;
Navas de San Juan;Tasa PDIA 14 días;1549,7011290679654;
Navas de San Juan;Confirmados PDIA 7 días;52;
Navas de San Juan;Total Confirmados ;111;
Navas de San Juan;Curados;35;
Navas de San Juan;Fallecidos;2;
Santa Elena;Población;888;
Santa Elena;Confirmados PDIA;17;
Santa Elena;Confirmados PDIA 14 días;0;
Santa Elena;Tasa PDIA 14 días;0;
Santa Elena;Confirmados PDIA 7 días;0;
Santa Elena;Total Confirmados ;17;
Santa Elena;Curados;10;
Santa Elena;Fallecidos;1;
Santisteban del Puerto;Población;4472;
Santisteban del Puerto;Confirmados PDIA;184;
Santisteban del Puerto;Confirmados PDIA 14 días;15;
Santisteban del Puerto;Tasa PDIA 14 días;335,42039355992847;
Santisteban del Puerto;Confirmados PDIA 7 días;9;
Santisteban del Puerto;Total Confirmados ;185;
Santisteban del Puerto;Curados;130;
Santisteban del Puerto;Fallecidos;3;
Sorihuela del Guadalimar;Población;1100;
Sorihuela del Guadalimar;Confirmados PDIA;18;
Sorihuela del Guadalimar;Confirmados PDIA 14 días;0;
Sorihuela del Guadalimar;Tasa PDIA 14 días;0;
Sorihuela del Guadalimar;Confirmados PDIA 7 días;0;
Sorihuela del Guadalimar;Total Confirmados ;18;
Sorihuela del Guadalimar;Curados;15;
Sorihuela del Guadalimar;Fallecidos;0;
Torreblascopedro;Población;2546;
Torreblascopedro;Confirmados PDIA;104;
Torreblascopedro;Confirmados PDIA 14 días;3;
Torreblascopedro;Tasa PDIA 14 días;117,8318931657502;
Torreblascopedro;Confirmados PDIA 7 días;2;
Torreblascopedro;Total Confirmados ;106;
Torreblascopedro;Curados;66;
Torreblascopedro;Fallecidos;2;
Vilches;Población;4436;
Vilches;Confirmados PDIA;212;
Vilches;Confirmados PDIA 14 días;2;
Vilches;Tasa PDIA 14 días;45,08566275924256;
Vilches;Confirmados PDIA 7 días;1;
Vilches;Total Confirmados ;214;
Vilches;Curados;196;
Vilches;Fallecidos;3;
Villanueva de la Reina;Población;3081;
Villanueva de la Reina;Confirmados PDIA;152;
Villanueva de la Reina;Confirmados PDIA 14 días;0;
Villanueva de la Reina;Tasa PDIA 14 días;0;
Villanueva de la Reina;Confirmados PDIA 7 días;0;
Villanueva de la Reina;Total Confirmados ;157;
Villanueva de la Reina;Curados;150;
Villanueva de la Reina;Fallecidos;5;
Jaén Nordeste;Población;162567;
Jaén Nordeste;Confirmados PDIA;6333;
Jaén Nordeste;Confirmados PDIA 14 días;437;
Jaén Nordeste;Tasa PDIA 14 días;268,81224356726767;
Jaén Nordeste;Confirmados PDIA 7 días;239;
Jaén Nordeste;Total Confirmados ;6522;
Jaén Nordeste;Curados;5294;
Jaén Nordeste;Fallecidos;117;
Arroyo del Ojanco;Población;2288;
Arroyo del Ojanco;Confirmados PDIA;46;
Arroyo del Ojanco;Confirmados PDIA 14 días;9;
Arroyo del Ojanco;Tasa PDIA 14 días;393,35664335664336;
Arroyo del Ojanco;Confirmados PDIA 7 días;1;
Arroyo del Ojanco;Total Confirmados ;48;
Arroyo del Ojanco;Curados;33;
Arroyo del Ojanco;Fallecidos;0;
Beas de Segura;Población;5130;
Beas de Segura;Confirmados PDIA;177;
Beas de Segura;Confirmados PDIA 14 días;18;
Beas de Segura;Tasa PDIA 14 días;350,87719298245617;
Beas de Segura;Confirmados PDIA 7 días;3;
Beas de Segura;Total Confirmados ;178;
Beas de Segura;Curados;101;
Beas de Segura;Fallecidos;0;
Bedmar y Garcíez;Población;2642;
Bedmar y Garcíez;Confirmados PDIA;101;
Bedmar y Garcíez;Confirmados PDIA 14 días;2;
Bedmar y Garcíez;Tasa PDIA 14 días;75,7002271006813;
Bedmar y Garcíez;Confirmados PDIA 7 días;2;
Bedmar y Garcíez;Total Confirmados ;103;
Bedmar y Garcíez;Curados;89;
Bedmar y Garcíez;Fallecidos;2;
Begíjar;Población;3029;
Begíjar;Confirmados PDIA;130;
Begíjar;Confirmados PDIA 14 días;9;
Begíjar;Tasa PDIA 14 días;297,12776493892375;
Begíjar;Confirmados PDIA 7 días;1;
Begíjar;Total Confirmados ;131;
Begíjar;Curados;113;
Begíjar;Fallecidos;1;
Benatae;Población;448;
Benatae;Confirmados PDIA;22;
Benatae;Confirmados PDIA 14 días;1;
Benatae;Tasa PDIA 14 días;223,21428571428572;
Benatae;Confirmados PDIA 7 días;0;
Benatae;Total Confirmados ;22;
Benatae;Curados;19;
Benatae;Fallecidos;0;
Canena;Población;1831;
Canena;Confirmados PDIA;58;
Canena;Confirmados PDIA 14 días;0;
Canena;Tasa PDIA 14 días;0;
Canena;Confirmados PDIA 7 días;0;
Canena;Total Confirmados ;58;
Canena;Curados;55;
Canena;Fallecidos;1;
Cazorla;Población;7441;
Cazorla;Confirmados PDIA;254;
Cazorla;Confirmados PDIA 14 días;36;
Cazorla;Tasa PDIA 14 días;483,8059400618196;
Cazorla;Confirmados PDIA 7 días;22;
Cazorla;Total Confirmados ;260;
Cazorla;Curados;186;
Cazorla;Fallecidos;5;
Chilluévar;Población;1434;
Chilluévar;Confirmados PDIA;41;
Chilluévar;Confirmados PDIA 14 días;1;
Chilluévar;Tasa PDIA 14 días;69,7350069735007;
Chilluévar;Confirmados PDIA 7 días;1;
Chilluévar;Total Confirmados ;44;
Chilluévar;Curados;36;
Chilluévar;Fallecidos;0;
Génave;Población;611;
Génave;Confirmados PDIA;16;
Génave;Confirmados PDIA 14 días;0;
Génave;Tasa PDIA 14 días;0;
Génave;Confirmados PDIA 7 días;0;
Génave;Total Confirmados ;16;
Génave;Curados;15;
Génave;Fallecidos;0;
Hinojares;Población;401;
Hinojares;Confirmados PDIA;8;
Hinojares;Confirmados PDIA 14 días;0;
Hinojares;Tasa PDIA 14 días;0;
Hinojares;Confirmados PDIA 7 días;0;
Hinojares;Total Confirmados ;8;
Hinojares;Curados;7;
Hinojares;Fallecidos;0;
Hornos;Población;601;
Hornos;Confirmados PDIA;19;
Hornos;Confirmados PDIA 14 días;1;
Hornos;Tasa PDIA 14 días;166,38935108153078;
Hornos;Confirmados PDIA 7 días;1;
Hornos;Total Confirmados ;19;
Hornos;Curados;18;
Hornos;Fallecidos;0;
Huesa;Población;2489;
Huesa;Confirmados PDIA;178;
Huesa;Confirmados PDIA 14 días;4;
Huesa;Tasa PDIA 14 días;160,70711128967457;
Huesa;Confirmados PDIA 7 días;3;
Huesa;Total Confirmados ;180;
Huesa;Curados;169;
Huesa;Fallecidos;3;
Ibros;Población;2832;
Ibros;Confirmados PDIA;102;
Ibros;Confirmados PDIA 14 días;7;
Ibros;Tasa PDIA 14 días;247,17514124293785;
Ibros;Confirmados PDIA 7 días;4;
Ibros;Total Confirmados ;105;
Ibros;Curados;84;
Ibros;Fallecidos;2;
Baeza;Población;15841;
Baeza;Confirmados PDIA;644;
Baeza;Confirmados PDIA 14 días;35;
Baeza;Tasa PDIA 14 días;220,9456473707468;
Baeza;Confirmados PDIA 7 días;24;
Baeza;Total Confirmados ;659;
Baeza;Curados;572;
Baeza;Fallecidos;12;
Iruela (La);Población;1899;
Iruela (La);Confirmados PDIA;87;
Iruela (La);Confirmados PDIA 14 días;0;
Iruela (La);Tasa PDIA 14 días;0;
Iruela (La);Confirmados PDIA 7 días;0;
Iruela (La);Total Confirmados ;89;
Iruela (La);Curados;81;
Iruela (La);Fallecidos;3;
Iznatoraf;Población;960;
Iznatoraf;Confirmados PDIA;58;
Iznatoraf;Confirmados PDIA 14 días;1;
Iznatoraf;Tasa PDIA 14 días;104,16666666666667;
Iznatoraf;Confirmados PDIA 7 días;1;
Iznatoraf;Total Confirmados ;60;
Iznatoraf;Curados;56;
Iznatoraf;Fallecidos;1;
Jódar;Población;11667;
Jódar;Confirmados PDIA;684;
Jódar;Confirmados PDIA 14 días;140;
Jódar;Tasa PDIA 14 días;1199,965715265278;
Jódar;Confirmados PDIA 7 días;66;
Jódar;Total Confirmados ;697;
Jódar;Curados;353;
Jódar;Fallecidos;7;
Larva;Población;472;
Larva;Confirmados PDIA;34;
Larva;Confirmados PDIA 14 días;0;
Larva;Tasa PDIA 14 días;0;
Larva;Confirmados PDIA 7 días;0;
Larva;Total Confirmados ;34;
Larva;Curados;32;
Larva;Fallecidos;1;
Lupión;Población;842;
Lupión;Confirmados PDIA;15;
Lupión;Confirmados PDIA 14 días;1;
Lupión;Tasa PDIA 14 días;118,76484560570071;
Lupión;Confirmados PDIA 7 días;0;
Lupión;Total Confirmados ;15;
Lupión;Curados;12;
Lupión;Fallecidos;0;
Orcera;Población;1811;
Orcera;Confirmados PDIA;130;
Orcera;Confirmados PDIA 14 días;11;
Orcera;Tasa PDIA 14 días;607,3992269464384;
Orcera;Confirmados PDIA 7 días;9;
Orcera;Total Confirmados ;131;
Orcera;Curados;111;
Orcera;Fallecidos;2;
Peal de Becerro;Población;5266;
Peal de Becerro;Confirmados PDIA;126;
Peal de Becerro;Confirmados PDIA 14 días;1;
Peal de Becerro;Tasa PDIA 14 días;18,9897455374098;
Peal de Becerro;Confirmados PDIA 7 días;0;
Peal de Becerro;Total Confirmados ;128;
