Lugar de residencia;Medida;Valor;
Padules;Tasa PDIA 14 dias;0;
Padules;Confirmados PDIA 7 días;0;
Padules;Tasa PDIA 7 dias;0;
Padules;Total Confirmados ;32;
Padules;Tasa total confirmados;7729,468599033816;
Padules;Curados;31;
Padules;Fallecidos;1;
Rágol;Población;303;
Rágol;Confirmados PDIA;21;
Rágol;Tasa PDIA;6930,693069306932;
Rágol;Confirmados PDIA 14 días;0;
Rágol;Tasa PDIA 14 dias;0;
Rágol;Confirmados PDIA 7 días;0;
Rágol;Tasa PDIA 7 dias;0;
Rágol;Total Confirmados ;22;
Rágol;Tasa total confirmados;7260,726072607261;
Rágol;Curados;20;
Rágol;Fallecidos;2;
Santa Cruz de Marchena;Población;199;
Santa Cruz de Marchena;Confirmados PDIA;14;
Santa Cruz de Marchena;Tasa PDIA;7035,175879396985;
Santa Cruz de Marchena;Confirmados PDIA 14 días;0;
Santa Cruz de Marchena;Tasa PDIA 14 dias;0;
Santa Cruz de Marchena;Confirmados PDIA 7 días;0;
Santa Cruz de Marchena;Tasa PDIA 7 dias;0;
Santa Cruz de Marchena;Total Confirmados ;14;
Santa Cruz de Marchena;Tasa total confirmados;7035,175879396985;
Santa Cruz de Marchena;Curados;14;
Santa Cruz de Marchena;Fallecidos;0;
Terque;Población;365;
Terque;Confirmados PDIA;36;
Terque;Tasa PDIA;9863,013698630137;
Terque;Confirmados PDIA 14 días;0;
Terque;Tasa PDIA 14 dias;0;
Terque;Confirmados PDIA 7 días;0;
Terque;Tasa PDIA 7 dias;0;
Terque;Total Confirmados ;36;
Terque;Tasa total confirmados;9863,013698630137;
Terque;Curados;32;
Terque;Fallecidos;4;
Bajo Andarax;Población;37427;
Bajo Andarax;Confirmados PDIA;3750;
Bajo Andarax;Tasa PDIA;10019,504635690811;
Bajo Andarax;Confirmados PDIA 14 días;9;
Bajo Andarax;Tasa PDIA 14 dias;24,046811125657946;
Bajo Andarax;Confirmados PDIA 7 días;6;
Bajo Andarax;Tasa PDIA 7 dias;16,031207417105296;
Bajo Andarax;Total Confirmados ;3762;
Bajo Andarax;Tasa total confirmados;10051,567050525022;
Bajo Andarax;Curados;3705;
Bajo Andarax;Fallecidos;38;
Benahadux;Población;4481;
Benahadux;Confirmados PDIA;496;
Benahadux;Tasa PDIA;11068,957821914752;
Benahadux;Confirmados PDIA 14 días;2;
Benahadux;Tasa PDIA 14 dias;44,63289444320464;
Benahadux;Confirmados PDIA 7 días;0;
Benahadux;Tasa PDIA 7 dias;0;
Benahadux;Total Confirmados ;497;
Benahadux;Tasa total confirmados;11091,274269136353;
Benahadux;Curados;490;
Benahadux;Fallecidos;3;
Gádor;Población;3034;
Gádor;Confirmados PDIA;247;
Gádor;Tasa PDIA;8141,067897165458;
Gádor;Confirmados PDIA 14 días;0;
Gádor;Tasa PDIA 14 dias;0;
Gádor;Confirmados PDIA 7 días;0;
Gádor;Tasa PDIA 7 dias;0;
Gádor;Total Confirmados ;248;
Gádor;Tasa total confirmados;8174,027686222808;
Gádor;Curados;247;
Gádor;Fallecidos;0;
Huércal de Almería;Población;17917;
Huércal de Almería;Confirmados PDIA;1776;
Huércal de Almería;Tasa PDIA;9912,373723279568;
Huércal de Almería;Confirmados PDIA 14 días;5;
Huércal de Almería;Tasa PDIA 14 dias;27,906457554278063;
Huércal de Almería;Confirmados PDIA 7 días;4;
Huércal de Almería;Tasa PDIA 7 dias;22,32516604342245;
Huércal de Almería;Total Confirmados ;1783;
Huércal de Almería;Tasa total confirmados;9951,442763855555;
Huércal de Almería;Curados;1756;
Huércal de Almería;Fallecidos;19;
Pechina;Población;4103;
Pechina;Confirmados PDIA;422;
Pechina;Tasa PDIA;10285,157202047281;
Pechina;Confirmados PDIA 14 días;1;
Pechina;Tasa PDIA 14 dias;24,372410431391664;
Pechina;Confirmados PDIA 7 días;1;
Pechina;Tasa PDIA 7 dias;24,372410431391664;
Pechina;Total Confirmados ;425;
Pechina;Tasa total confirmados;10358,274433341458;
Pechina;Curados;415;
Pechina;Fallecidos;7;
Rioja;Población;1453;
Rioja;Confirmados PDIA;123;
Rioja;Tasa PDIA;8465,244322092223;
Rioja;Confirmados PDIA 14 días;0;
Rioja;Tasa PDIA 14 dias;0;
Rioja;Confirmados PDIA 7 días;0;
Rioja;Tasa PDIA 7 dias;0;
Rioja;Total Confirmados ;123;
Rioja;Tasa total confirmados;8465,244322092223;
Rioja;Curados;123;
Rioja;Fallecidos;0;
Santa Fe de Mondújar;Población;461;
Santa Fe de Mondújar;Confirmados PDIA;35;
Santa Fe de Mondújar;Tasa PDIA;7592,190889370932;
Santa Fe de Mondújar;Confirmados PDIA 14 días;0;
Santa Fe de Mondújar;Tasa PDIA 14 dias;0;
Santa Fe de Mondújar;Confirmados PDIA 7 días;0;
Santa Fe de Mondújar;Tasa PDIA 7 dias;0;
Santa Fe de Mondújar;Total Confirmados ;35;
Santa Fe de Mondújar;Tasa total confirmados;7592,190889370932;
Santa Fe de Mondújar;Curados;35;
Santa Fe de Mondújar;Fallecidos;0;
Viator;Población;5978;
Viator;Confirmados PDIA;651;
Viator;Tasa PDIA;10889,929742388758;
Viator;Confirmados PDIA 14 días;1;
Viator;Tasa PDIA 14 dias;16,72800267648043;
Viator;Confirmados PDIA 7 días;1;
Viator;Tasa PDIA 7 dias;16,72800267648043;
Viator;Total Confirmados ;651;
Viator;Tasa total confirmados;10889,929742388758;
Viator;Curados;639;
Viator;Fallecidos;9;
Carboneras;Población;8105;
Carboneras;Confirmados PDIA;906;
Carboneras;Tasa PDIA;11178,285009253546;
Carboneras;Confirmados PDIA 14 días;1;
Carboneras;Tasa PDIA 14 dias;12,338062924120914;
Carboneras;Confirmados PDIA 7 días;0;
Carboneras;Tasa PDIA 7 dias;0;
Carboneras;Total Confirmados ;908;
Carboneras;Tasa total confirmados;11202,96113510179;
Carboneras;Curados;892;
Carboneras;Fallecidos;14;
Carboneras;Población;8105;
Carboneras;Confirmados PDIA;906;
Carboneras;Tasa PDIA;11178,285009253546;
Carboneras;Confirmados PDIA 14 días;1;
Carboneras;Tasa PDIA 14 dias;12,338062924120914;
Carboneras;Confirmados PDIA 7 días;0;
Carboneras;Tasa PDIA 7 dias;0;
Carboneras;Total Confirmados ;908;
Carboneras;Tasa total confirmados;11202,96113510179;
Carboneras;Curados;892;
Carboneras;Fallecidos;14;
Níjar;Población;31666;
Níjar;Confirmados PDIA;3865;
Níjar;Tasa PDIA;12205,520116212972;
Níjar;Confirmados PDIA 14 días;49;
Níjar;Tasa PDIA 14 dias;154,74009979157458;
Níjar;Confirmados PDIA 7 días;17;
Níjar;Tasa PDIA 7 dias;53,68534074401566;
Níjar;Total Confirmados ;3870;
Níjar;Tasa total confirmados;12221,309922314154;
Níjar;Curados;3747;
Níjar;Fallecidos;41;
Níjar;Población;31666;
Níjar;Confirmados PDIA;3865;
Níjar;Tasa PDIA;12205,520116212972;
Níjar;Confirmados PDIA 14 días;49;
Níjar;Tasa PDIA 14 dias;154,74009979157458;
Níjar;Confirmados PDIA 7 días;17;
Níjar;Tasa PDIA 7 dias;53,68534074401566;
Níjar;Total Confirmados ;3870;
Níjar;Tasa total confirmados;12221,309922314154;
Níjar;Curados;3747;
Níjar;Fallecidos;41;
Río Nacimiento;Población;6747;
Río Nacimiento;Confirmados PDIA;560;
Río Nacimiento;Tasa PDIA;8299,985178597895;
Río Nacimiento;Confirmados PDIA 14 días;3;
Río Nacimiento;Tasa PDIA 14 dias;44,464206313917295;
Río Nacimiento;Confirmados PDIA 7 días;0;
Río Nacimiento;Tasa PDIA 7 dias;0;
Río Nacimiento;Total Confirmados ;560;
Río Nacimiento;Tasa total confirmados;8299,985178597895;
Río Nacimiento;Curados;541;
Río Nacimiento;Fallecidos;15;
Abla;Población;1248;
Abla;Confirmados PDIA;106;
Abla;Tasa PDIA;8493,589743589744;
Abla;Confirmados PDIA 14 días;2;
Abla;Tasa PDIA 14 dias;160,25641025641025;
Abla;Confirmados PDIA 7 días;0;
Abla;Tasa PDIA 7 dias;0;
Abla;Total Confirmados ;106;
Abla;Tasa total confirmados;8493,589743589744;
Abla;Curados;100;
Abla;Fallecidos;4;
Abrucena;Población;1183;
Abrucena;Confirmados PDIA;87;
Abrucena;Tasa PDIA;7354,1842772612;
Abrucena;Confirmados PDIA 14 días;0;
Abrucena;Tasa PDIA 14 dias;0;
Abrucena;Confirmados PDIA 7 días;0;
Abrucena;Tasa PDIA 7 dias;0;
Abrucena;Total Confirmados ;87;
Abrucena;Tasa total confirmados;7354,1842772612;
Abrucena;Curados;86;
Abrucena;Fallecidos;1;
Fiñana;Población;1984;
Fiñana;Confirmados PDIA;283;
Fiñana;Tasa PDIA;14264,112903225807;
Fiñana;Confirmados PDIA 14 días;0;
Fiñana;Tasa PDIA 14 dias;0;
Fiñana;Confirmados PDIA 7 días;0;
Fiñana;Tasa PDIA 7 dias;0;
Fiñana;Total Confirmados ;283;
Fiñana;Tasa total confirmados;14264,112903225807;
Fiñana;Curados;277;
Fiñana;Fallecidos;5;
Gérgal;Población;1080;
Gérgal;Confirmados PDIA;52;
Gérgal;Tasa PDIA;4814,814814814815;
Gérgal;Confirmados PDIA 14 días;1;
Gérgal;Tasa PDIA 14 dias;92,5925925925926;
Gérgal;Confirmados PDIA 7 días;0;
Gérgal;Tasa PDIA 7 dias;0;
Gérgal;Total Confirmados ;52;
Gérgal;Tasa total confirmados;4814,814814814815;
Gérgal;Curados;47;
Gérgal;Fallecidos;4;
Nacimiento;Población;496;
Nacimiento;Confirmados PDIA;18;
Nacimiento;Tasa PDIA;3629,0322580645166;
Nacimiento;Confirmados PDIA 14 días;0;
Nacimiento;Tasa PDIA 14 dias;0;
Nacimiento;Confirmados PDIA 7 días;0;
Nacimiento;Tasa PDIA 7 dias;0;
Nacimiento;Total Confirmados ;18;
Nacimiento;Tasa total confirmados;3629,0322580645166;
Nacimiento;Curados;18;
Nacimiento;Fallecidos;0;
Olula de Castro;Población;191;
Olula de Castro;Confirmados PDIA;1;
Olula de Castro;Tasa PDIA;523,5602094240838;
Olula de Castro;Confirmados PDIA 14 días;0;
Olula de Castro;Tasa PDIA 14 dias;0;
Olula de Castro;Confirmados PDIA 7 días;0;
Olula de Castro;Tasa PDIA 7 dias;0;
Olula de Castro;Total Confirmados ;1;
Olula de Castro;Tasa total confirmados;523,5602094240838;
Olula de Castro;Curados;1;
Olula de Castro;Fallecidos;0;
Tres Villas (Las);Población;565;
Tres Villas (Las);Confirmados PDIA;13;
Tres Villas (Las);Tasa PDIA;2300,884955752212;
Tres Villas (Las);Confirmados PDIA 14 días;0;
Tres Villas (Las);Tasa PDIA 14 dias;0;
Tres Villas (Las);Confirmados PDIA 7 días;0;
Tres Villas (Las);Tasa PDIA 7 dias;0;
Tres Villas (Las);Total Confirmados ;13;
Tres Villas (Las);Tasa total confirmados;2300,884955752212;
Tres Villas (Las);Curados;12;
Tres Villas (Las);Fallecidos;1;
Sorbas;Población;5533;
Sorbas;Confirmados PDIA;257;
Sorbas;Tasa PDIA;4644,858123983373;
Sorbas;Confirmados PDIA 14 días;1;
Sorbas;Tasa PDIA 14 dias;18,073377914332188;
Sorbas;Confirmados PDIA 7 días;1;
Sorbas;Tasa PDIA 7 dias;18,073377914332188;
Sorbas;Total Confirmados ;257;
Sorbas;Tasa total confirmados;4644,858123983373;
Sorbas;Curados;251;
Sorbas;Fallecidos;4;
Benizalón;Población;262;
Benizalón;Confirmados PDIA;3;
Benizalón;Tasa PDIA;1145,0381679389313;
Benizalón;Confirmados PDIA 14 días;0;
Benizalón;Tasa PDIA 14 dias;0;
Benizalón;Confirmados PDIA 7 días;0;
Benizalón;Tasa PDIA 7 dias;0;
Benizalón;Total Confirmados ;3;
Benizalón;Tasa total confirmados;1145,0381679389313;
Benizalón;Curados;3;
Benizalón;Fallecidos;0;
Lubrín;Población;1449;
Lubrín;Confirmados PDIA;58;
Lubrín;Tasa PDIA;4002,7605244996553;
Lubrín;Confirmados PDIA 14 días;0;
Lubrín;Tasa PDIA 14 dias;0;
Lubrín;Confirmados PDIA 7 días;0;
Lubrín;Tasa PDIA 7 dias;0;
Lubrín;Total Confirmados ;58;
Lubrín;Tasa total confirmados;4002,7605244996553;
Lubrín;Curados;57;
Lubrín;Fallecidos;1;
Lucainena de las Torres;Población;564;
Lucainena de las Torres;Confirmados PDIA;10;
Lucainena de las Torres;Tasa PDIA;1773,049645390071;
Lucainena de las Torres;Confirmados PDIA 14 días;0;
Lucainena de las Torres;Tasa PDIA 14 dias;0;
Lucainena de las Torres;Confirmados PDIA 7 días;0;
Lucainena de las Torres;Tasa PDIA 7 dias;0;
Lucainena de las Torres;Total Confirmados ;10;
Lucainena de las Torres;Tasa total confirmados;1773,049645390071;
Lucainena de las Torres;Curados;10;
Lucainena de las Torres;Fallecidos;0;
Sorbas;Población;2436;
Sorbas;Confirmados PDIA;159;
Sorbas;Tasa PDIA;6527,093596059113;
Sorbas;Confirmados PDIA 14 días;1;
Sorbas;Tasa PDIA 14 dias;41,050903119868636;
Sorbas;Confirmados PDIA 7 días;1;
Sorbas;Tasa PDIA 7 dias;41,050903119868636;
Sorbas;Total Confirmados ;159;
Sorbas;Tasa total confirmados;6527,093596059113;
Sorbas;Curados;155;
Sorbas;Fallecidos;2;
Uleila del Campo;Población;822;
Uleila del Campo;Confirmados PDIA;27;
Uleila del Campo;Tasa PDIA;3284,6715328467153;
Uleila del Campo;Confirmados PDIA 14 días;0;
Uleila del Campo;Tasa PDIA 14 dias;0;
Uleila del Campo;Confirmados PDIA 7 días;0;
Uleila del Campo;Tasa PDIA 7 dias;0;
Uleila del Campo;Total Confirmados ;27;
Uleila del Campo;Tasa total confirmados;3284,6715328467153;
Uleila del Campo;Curados;26;
Uleila del Campo;Fallecidos;1;
Tabernas;Población;5136;
Tabernas;Confirmados PDIA;334;
Tabernas;Tasa PDIA;6503,115264797507;
Tabernas;Confirmados PDIA 14 días;1;
Tabernas;Tasa PDIA 14 dias;19,470404984423677;
Tabernas;Confirmados PDIA 7 días;0;
Tabernas;Tasa PDIA 7 dias;0;
Tabernas;Total Confirmados ;334;
Tabernas;Tasa total confirmados;6503,115264797507;
Tabernas;Curados;328;
Tabernas;Fallecidos;5;
Alcudia de Monteagud;Población;138;
Alcudia de Monteagud;Confirmados PDIA;1;
Alcudia de Monteagud;Tasa PDIA;724,6376811594203;
Alcudia de Monteagud;Confirmados PDIA 14 días;0;
Alcudia de Monteagud;Tasa PDIA 14 dias;0;
Alcudia de Monteagud;Confirmados PDIA 7 días;0;
Alcudia de Monteagud;Tasa PDIA 7 dias;0;
Alcudia de Monteagud;Total Confirmados ;1;
Alcudia de Monteagud;Tasa total confirmados;724,6376811594203;
Alcudia de Monteagud;Curados;1;
Alcudia de Monteagud;Fallecidos;0;
Benitagla;Población;58;
Benitagla;Confirmados PDIA;0;
Benitagla;Tasa PDIA;0;
Benitagla;Confirmados PDIA 14 días;0;
Benitagla;Tasa PDIA 14 dias;0;
Benitagla;Confirmados PDIA 7 días;0;
Benitagla;Tasa PDIA 7 dias;0;
Benitagla;Total Confirmados ;0;
Benitagla;Tasa total confirmados;0;
Benitagla;Curados;0;
Benitagla;Fallecidos;0;
Castro de Filabres;Población;120;
Castro de Filabres;Confirmados PDIA;1;
Castro de Filabres;Tasa PDIA;833,3333333333334;
Castro de Filabres;Confirmados PDIA 14 días;0;
Castro de Filabres;Tasa PDIA 14 dias;0;
Castro de Filabres;Confirmados PDIA 7 días;0;
Castro de Filabres;Tasa PDIA 7 dias;0;
Castro de Filabres;Total Confirmados ;1;
Castro de Filabres;Tasa total confirmados;833,3333333333334;
Castro de Filabres;Curados;1;
Castro de Filabres;Fallecidos;0;
Senés;Población;289;
Senés;Confirmados PDIA;10;
Senés;Tasa PDIA;3460,2076124567475;
Senés;Confirmados PDIA 14 días;0;
Senés;Tasa PDIA 14 dias;0;
Senés;Confirmados PDIA 7 días;0;
Senés;Tasa PDIA 7 dias;0;
Senés;Total Confirmados ;10;
Senés;Tasa total confirmados;3460,2076124567475;
Senés;Curados;9;
Senés;Fallecidos;1;
Tabernas;Población;3717;
Tabernas;Confirmados PDIA;298;
Tabernas;Tasa PDIA;8017,218186709712;
Tabernas;Confirmados PDIA 14 días;1;
Tabernas;Tasa PDIA 14 dias;26,90341673392521;
Tabernas;Confirmados PDIA 7 días;0;
Tabernas;Tasa PDIA 7 dias;0;
Tabernas;Total Confirmados ;298;
Tabernas;Tasa total confirmados;8017,218186709712;
Tabernas;Curados;294;
Tabernas;Fallecidos;3;
Tahal;Población;336;
Tahal;Confirmados PDIA;9;
Tahal;Tasa PDIA;2678,5714285714284;
Tahal;Confirmados PDIA 14 días;0;
Tahal;Tasa PDIA 14 dias;0;
Tahal;Confirmados PDIA 7 días;0;
Tahal;Tasa PDIA 7 dias;0;
Tahal;Total Confirmados ;9;
Tahal;Tasa total confirmados;2678,5714285714284;
Tahal;Curados;9;
Tahal;Fallecidos;0;
Turrillas;Población;248;
Turrillas;Confirmados PDIA;12;
Turrillas;Tasa PDIA;4838,709677419355;
Turrillas;Confirmados PDIA 14 días;0;
Turrillas;Tasa PDIA 14 dias;0;
Turrillas;Confirmados PDIA 7 días;0;
Turrillas;Tasa PDIA 7 dias;0;
Turrillas;Total Confirmados ;12;
Turrillas;Tasa total confirmados;4838,709677419355;
Turrillas;Curados;11;
Turrillas;Fallecidos;1;
Velefique;Población;230;
Velefique;Confirmados PDIA;3;
Velefique;Tasa PDIA;1304,3478260869565;
Velefique;Confirmados PDIA 14 días;0;
Velefique;Tasa PDIA 14 dias;0;
Velefique;Confirmados PDIA 7 días;0;
Velefique;Tasa PDIA 7 dias;0;
Velefique;Total Confirmados ;3;
Velefique;Tasa total confirmados;1304,3478260869565;
Velefique;Curados;3;
Velefique;Fallecidos;0;
Levante-Alto Almanzora;Población;153184;
Levante-Alto Almanzora;Confirmados PDIA;14108;
Levante-Alto Almanzora;Tasa PDIA;9209,839147691664;
Levante-Alto Almanzora;Confirmados PDIA 14 días;77;
Levante-Alto Almanzora;Tasa PDIA 14 dias;50,26634635471067;
Levante-Alto Almanzora;Confirmados PDIA 7 días;34;
Levante-Alto Almanzora;Tasa PDIA 7 dias;22,195529559222894;
Levante-Alto Almanzora;Total Confirmados ;14156;
Levante-Alto Almanzora;Tasa total confirmados;9241,174012951744;
Levante-Alto Almanzora;Curados;13871;
Levante-Alto Almanzora;Fallecidos;225;
Albox;Población;24211;
Albox;Confirmados PDIA;1940;
Albox;Tasa PDIA;8012,886704390567;
Albox;Confirmados PDIA 14 días;14;
Albox;Tasa PDIA 14 dias;57,82495559869481;
Albox;Confirmados PDIA 7 días;7;
Albox;Tasa PDIA 7 dias;28,912477799347403;
Albox;Total Confirmados ;1942;
Albox;Tasa total confirmados;8021,147412333236;
Albox;Curados;1897;
Albox;Fallecidos;35;
Albanchez;Población;687;
Albanchez;Confirmados PDIA;21;
Albanchez;Tasa PDIA;3056,768558951965;
Albanchez;Confirmados PDIA 14 días;0;
Albanchez;Tasa PDIA 14 dias;0;
Albanchez;Confirmados PDIA 7 días;0;
